evi_t01,evi_t02,evi_t03,evi_t04,evi_t05,evi_t06,evi_t07,evi_t08,evi_t09,evi_t10,evi_t11,evi_t12,evi_t13,evi_t14,evi_t15,evi_t16,evi_t17,evi_t18,evi_t19,evi_t20,evi_t21,evi_t22,evi_t23
0.083121326,0.064838905,0.069723199,0.073168588,0.075535879,0.1039782420749279,0.1107757925072046,0.1154456772334294,0.1292626801152737,0.1235551873198847,0.1653527377521614,0.3962683982683983,0.4563079250720461,0.6043515850144092,0.6173484149855908,0.6058314121037464,0.5296021613832853,0.3412093659942363,0.2574059077809798,0.192650288,0.1411974063400576,0.089061816,0.078952161
0.076034006,0.074629827,0.072048703,0.052099856,0.078429971,0.1032582132564841,0.1562252161383285,0.1771589337175792,0.1905190201729106,0.1802828530259366,0.2637308357348703,0.2516708933717579,0.4949472622478386,0.5620832853025937,0.7410541786743516,0.6423694524495677,0.6184007204610952,0.4940711815561959,0.337550288,0.2356889048991354,0.1605759365994236,0.1419945244956772,0.1210273775216138
0.078159222,0.084667579,0.07803487,0.091079683,0.095104035,0.1274172910662824,0.1373354466858789,0.1709668587896253,0.1575180115273775,0.1582197406340058,0.1753524495677233,0.3510675792507204,0.5406616714697406,0.6548365994236311,0.6984671469740634,0.6550034582132566,0.6013662824207493,0.4572373198847262,0.3307227665706052,0.2170782420749279,0.1765827089337175,0.1513536023054755,0.1470916426512968
0.1410971181556196,0.130664409,0.1111110951008645,0.1275025936599423,0.1379842939481268,0.1756818443804034,0.2556152737752161,0.2898665706051874,0.2701148414985591,0.1696354466858789,0.1803507204610951,0.2748137283236994,0.5675239193083573,0.649278098,0.6188910662824209,0.5957661383285303,0.4738309798270894,0.4058672910662825,0.3144749279538905,0.2304721902017291,0.1634090778097982,0.1520672910662824,0.1174025936599423
0.1233048991354466,0.1076394812680115,0.068469164,0.1343293948126801,0.1826491354466858,0.2957619596541787,0.3145988472622478,0.3867933621933622,0.3086556195965417,0.1825321325648415,0.1327609510086455,0.1382279538904899,0.3128697406340058,0.5870760806916427,0.683813977,0.5701494236311239,0.5547191642651297,0.4270066282420749,0.4142077809798271,0.2189914985590778,0.1419955331412103,0.1412148414985591,0.1257951008645533
0.1144367435158501,0.1158341498559077,0.1310497118155619,0.1745412103746398,0.2124018731988472,0.3659619596541787,0.4542386167146975,0.4675904899135446,0.3823707492795389,0.2074468299711815,0.1419654178674351,0.2498380403458213,0.3890734870317003,0.477800144,0.6729393371757925,0.5916236311239194,0.5489909221902016,0.4172397694524495,0.2791174351585015,0.2059167146974063,0.1024302593659942,0.090027522,0.1163102305475504
0.1162565656565656,0.1159204610951008,0.1191537463976945,0.1209922190201729,0.1855736311239192,0.3378564841498559,0.5041762247838617,0.5010907780979826,0.4873376080691643,0.2386494236311239,0.1195514409221902,0.1376113832853026,0.3743494236311239,0.4898195965417867,0.6539864553314122,0.6130319884726225,0.5553332853025936,0.500341931,0.2954707492795389,0.2161920749279539,0.1332922190201729,0.099310807,0.1022181556195965
0.1033328530259366,0.092798415,0.093062536,0.1030497118155619,0.1472099423631124,0.2325365994236311,0.4231291066282421,0.436785879,0.402642651,0.2383808357348703,0.1338887608069164,0.1692383285302593,0.123892795,0.6411621037463977,0.6921864553314121,0.633199568,0.5367374639769453,0.4382301152737752,0.2781817002881844,0.1863920749279539,0.095909798,0.097676046,0.0882683
0.079189481,0.084559654,0.046857493,0.095489193,0.1459772334293948,0.2443523054755043,0.3161041907514451,0.5065185878962536,0.5241636363636364,0.4038063400576369,0.1503910662824207,0.1521256484149856,0.2533247838616714,0.4743024531024531,0.5997791066282421,0.5472393371757924,0.5016825648414986,0.421899424,0.2299118155619597,0.1202498559077809,0.1034863112391931,0.1183475433526011,0.1229963976945244
0.1138979827089337,0.101757781,0.094118732,0.1253589337175792,0.1420110951008645,0.2092250720461095,0.3391530259365994,0.4143972622478386,0.3609508645533141,0.3433649855907781,0.1393724783861671,0.1677592219020173,0.4595348703170028,0.4701670028818443,0.5638749279538905,0.6592182997118156,0.4854223342939481,0.4283599423631124,0.3026733429394813,0.1604540345821326,0.1701987031700288,0.1353670028818444,0.1450801152737752
