row,col,EVI_1,EVI_2,EVI_3,EVI_4,EVI_5,EVI_6,EVI_7,EVI_8,EVI_9,EVI_10,EVI_11,EVI_12,EVI_13,EVI_14,EVI_15,EVI_16,EVI_17,EVI_18,EVI_19,EVI_20,EVI_21,EVI_22,EVI_23,EVI_24,EVI_25,EVI_26,EVI_27,EVI_28,EVI_29,EVI_30,EVI_31,EVI_32,EVI_33,EVI_34,EVI_35,EVI_36,EVI_37,EVI_38,EVI_39,EVI_40,EVI_41,EVI_42,EVI_43,EVI_44,EVI_45,EVI_46
30,16,-0.030300,-0.030300,-0.030300,-0.004930,0.020440,0.027175,0.006957,0.117529,0.146597,0.258768,0.370939,0.494119,0.669171,0.499582,0.729105,0.649688,0.660751,0.565033,0.597191,0.178032,0.026942,0.007383,-0.012177,0.090684,0.193544,0.327988,0.462431,0.581716,0.666910,0.744555,0.760854,0.777154,0.736647,0.696141,0.655635,0.472155,0.394872,0.301669,0.335920,0.087296,0.070000,0.052704,-0.004217,-0.021155,-0.040666,0.001311
30,17,-0.006745,-0.006745,-0.006745,-0.002806,0.001134,0.037869,0.042005,0.117529,0.121337,0.246138,0.370939,0.494119,0.669171,0.499582,0.729105,0.641945,0.654264,0.583662,0.597191,0.178032,0.004318,-0.003929,-0.012177,0.096034,0.204245,0.381412,0.558579,0.581716,0.666910,0.762147,0.765851,0.769067,0.727879,0.686692,0.645504,0.475639,0.423263,0.379591,0.335920,0.115173,0.083939,0.052704,0.012166,0.022469,0.014214,0.001311
30,18,-0.055479,-0.055479,-0.055479,-0.031872,-0.008265,0.029540,0.022170,0.104012,0.121337,0.250563,0.379789,0.494119,0.674302,0.506725,0.720366,0.647423,0.661696,0.599672,0.667898,0.164555,0.004318,0.005883,0.007448,0.105847,0.204245,0.347502,0.490759,0.570299,0.645659,0.762147,0.796723,0.767171,0.726615,0.686060,0.645504,0.489915,0.423263,0.358059,0.292855,0.205859,0.118863,0.031867,-0.000097,-0.012331,0.014214,0.013601
30,19,-0.069453,-0.069453,-0.069453,-0.060500,-0.051547,0.029540,0.000376,0.104012,0.107650,0.221558,0.335466,0.490224,0.674302,0.506725,0.720366,0.654215,0.659899,0.554704,0.667898,0.258633,0.043200,0.035722,0.028244,0.121978,0.215713,0.371849,0.527985,0.570299,0.669839,0.762147,0.601092,0.759149,0.718948,0.678748,0.638547,0.490705,0.442079,0.347249,0.252419,0.180003,0.107587,0.035171,-0.031664,0.018571,-0.014323,-0.042159
30,20,-0.069453,-0.069453,-0.069453,-0.060500,-0.051547,0.029540,0.000376,0.104012,0.107650,0.221558,0.335466,0.490224,0.674302,0.506725,0.720366,0.654215,0.659899,0.554704,0.667898,0.258633,0.043200,0.035722,0.028244,0.121978,0.215713,0.371849,0.527985,0.570299,0.669839,0.762147,0.601092,0.759149,0.718948,0.678748,0.638547,0.490705,0.442079,0.347249,0.252419,0.180003,0.107587,0.035171,-0.031664,0.018571,-0.014323,-0.042159
30,21,-0.073023,-0.073023,-0.073023,-0.053962,-0.034901,-0.032707,-0.022895,0.065395,0.053452,0.191287,0.329122,0.490224,0.504060,0.491306,0.728594,0.654215,0.655564,0.565900,0.642461,0.202976,-0.034399,-0.003078,0.028244,0.121978,0.215713,0.357977,0.500241,0.623117,0.679581,0.776456,0.767802,0.759149,0.737235,0.715321,0.638547,0.490705,0.406052,0.329236,0.252419,0.066754,0.066491,0.066228,0.020255,0.018571,0.018682,0.016591
30,22,-0.083862,-0.083862,-0.083862,-0.059381,-0.034901,-0.032260,-0.026469,0.065395,0.086724,0.207655,0.328586,0.484199,0.485065,0.491306,0.728594,0.653231,0.657694,0.599275,0.459683,0.257765,0.051983,0.020272,-0.011440,0.108703,0.228846,0.364544,0.500241,0.623117,0.680151,0.776456,0.737761,0.763235,0.739278,0.715321,0.702704,0.498395,0.469484,0.391584,0.313685,0.211818,0.109951,0.008084,-0.036814,-0.010137,0.018682,0.018682
30,23,-0.094587,-0.094587,-0.094587,-0.072997,-0.051408,-0.044979,-0.042792,0.026904,0.096600,0.215330,0.334060,0.491886,0.638466,0.491306,0.717715,0.649692,0.662498,0.558778,0.467120,0.277606,0.023053,0.003296,-0.016462,0.108004,0.232470,0.384458,0.536447,0.606868,0.680151,0.767231,0.636190,0.763235,0.756001,0.748767,0.695832,0.474507,0.469484,0.391584,0.313685,0.207124,0.100564,-0.005997,-0.026961,-0.038559,-0.042933,-0.042933
30,24,-0.072559,-0.072559,-0.072559,-0.069624,-0.066689,-0.044979,-0.030755,0.027950,0.086654,0.210357,0.334060,0.491886,0.487268,0.604316,0.717715,0.642280,0.652326,0.558778,0.467120,0.170682,-0.037584,-0.027023,-0.016462,0.108004,0.232470,0.375021,0.517572,0.606868,0.665904,0.767231,0.773105,0.748393,0.719653,0.690913,0.695832,0.481406,0.444474,0.356404,0.268333,0.174751,0.081168,-0.012415,-0.026961,-0.035768,-0.022666,-0.022666
30,25,-0.072559,-0.072559,-0.072559,-0.031790,0.008979,0.002063,-0.030755,0.075412,0.137449,0.244384,0.351319,0.491886,0.508456,0.630248,0.724589,0.642280,0.644921,0.549838,0.467120,0.149933,-0.037584,-0.018787,0.000011,0.121192,0.242373,0.372590,0.502807,0.538849,0.689338,0.767231,0.757812,0.748393,0.608948,0.469504,0.686068,0.470189,0.444474,0.295624,0.146774,0.096519,0.046265,-0.003990,-0.028246,-0.002847,0.017353,0.017353
30,26,-0.062011,-0.062011,-0.062011,-0.067121,-0.072232,-0.048486,0.010326,0.075412,0.017227,0.160959,0.304692,0.441907,0.619442,0.630248,0.724589,0.648932,0.644921,0.549017,0.455110,0.213277,-0.040878,-0.020202,0.000474,0.121423,0.242373,0.388779,0.535186,0.538849,0.689338,0.766309,0.718127,0.669945,0.675319,0.680694,0.686068,0.477290,0.459440,0.303107,0.146774,0.096519,0.046265,-0.003990,-0.023005,0.047451,0.017353,0.016469
30,28,-0.035740,-0.035740,-0.035740,-0.034135,-0.032531,-0.031922,0.048968,0.052474,0.072322,0.202093,0.331863,0.445548,0.492960,0.635312,0.728868,0.632442,0.612761,0.508270,0.418494,0.265492,-0.036373,-0.019359,-0.002345,0.134436,0.271217,0.399823,0.528429,0.447729,0.702098,0.714391,0.726683,0.657586,0.664483,0.671381,0.678278,0.450982,0.447197,0.282570,0.113008,0.082036,0.051064,0.020092,-0.030346,-0.015414,-0.065748,0.042029
30,29,-0.035740,-0.035740,-0.035740,-0.034135,-0.032531,-0.031922,0.048968,0.052474,0.072322,0.202093,0.331863,0.445548,0.492960,0.635312,0.728868,0.632442,0.612761,0.508270,0.418494,0.265492,-0.036373,-0.019359,-0.002345,0.134436,0.271217,0.399823,0.528429,0.447729,0.702098,0.714391,0.726683,0.657586,0.664483,0.671381,0.678278,0.450982,0.447197,0.282570,0.113008,0.082036,0.051064,0.020092,-0.030346,-0.015414,-0.065748,0.042029
30,30,-0.073492,-0.073492,-0.073492,-0.053012,-0.032531,-0.031922,0.048968,0.056536,0.057074,0.197225,0.337375,0.445548,0.492960,0.635312,0.728868,0.668158,0.662812,0.541852,0.424752,0.304358,-0.017992,-0.022053,-0.026115,0.122551,0.271217,0.432190,0.593163,0.665294,0.737425,0.744368,0.751310,0.744759,0.729590,0.714422,0.699253,0.445518,0.469316,0.282570,0.294498,0.203029,0.111561,0.020092,-0.081342,-0.105552,-0.065748,-0.113277
30,44,0.078657,0.078657,0.102004,0.108638,0.115273,0.073858,0.157994,0.191901,0.225808,0.313007,0.400205,0.484589,0.453124,0.550745,0.695279,0.624915,0.519741,0.421638,0.409106,0.187549,0.068099,0.102862,0.137625,0.172388,0.207151,0.345118,0.483085,0.561836,0.640588,0.690947,0.710423,0.631290,0.517084,0.402879,0.521834,0.449978,0.343349,0.283206,0.223062,0.162918,0.111566,0.060213,0.100999,0.000789,0.113640,0.039760
30,45,0.215932,0.155792,0.240369,0.213538,0.186707,0.183390,0.294594,0.196943,0.340485,0.399368,0.458251,0.484589,0.483865,0.556108,0.695279,0.624915,0.637029,0.454671,0.409106,0.220198,0.058960,0.039837,0.020715,0.113933,0.207151,0.383522,0.559893,0.600241,0.640588,0.690947,0.710423,0.631290,0.594804,0.558319,0.521834,0.339638,0.343349,0.276621,0.209892,0.143164,0.146036,0.148908,0.100999,0.113000,0.076259,0.039760
30,46,0.120513,0.155792,0.240369,0.277700,0.315030,0.300902,0.269656,0.196943,0.349157,0.403704,0.458251,0.494993,0.491170,0.574832,0.650219,0.645340,0.614945,0.491032,0.409106,0.205401,0.037820,0.029267,0.020715,0.103267,0.185820,0.346817,0.507814,0.572681,0.637547,0.741661,0.657890,0.593005,0.601887,0.610769,0.619651,0.337737,0.354796,0.286913,0.219029,0.143164,0.142592,0.142019,0.131371,0.097825,0.068983,0.151114
30,47,0.120513,0.155792,0.240369,0.277700,0.315030,0.300902,0.269656,0.196943,0.349157,0.403704,0.458251,0.494993,0.491170,0.574832,0.650219,0.645340,0.614945,0.491032,0.409106,0.205401,0.037820,0.029267,0.020715,0.103267,0.185820,0.346817,0.507814,0.572681,0.637547,0.741661,0.657890,0.593005,0.601887,0.610769,0.619651,0.337737,0.354796,0.286913,0.219029,0.143164,0.142592,0.142019,0.131371,0.097825,0.068983,0.151114
30,48,0.120513,0.167699,0.214884,0.190129,0.165375,0.147193,0.269656,0.108111,0.180132,0.285133,0.390133,0.494993,0.469703,0.528377,0.613340,0.645340,0.614945,0.455898,0.409106,0.144197,0.007005,-0.000444,-0.007894,0.092551,0.192996,0.310306,0.427617,0.435989,0.571328,0.745293,0.657890,0.696145,0.670647,0.645149,0.619651,0.337737,0.349953,0.262764,0.175576,0.088387,0.073865,0.059343,0.044822,0.056902,0.068983,0.029536
31,0,0.315653,0.315653,0.315653,0.338306,0.360959,0.294256,0.310825,0.334769,0.425418,0.436973,0.454514,0.541937,0.518069,0.506624,0.640058,0.667379,0.584436,0.520033,0.572822,0.163060,0.009248,0.050749,0.092250,0.133751,0.175252,0.374200,0.573149,0.605765,0.651089,0.644203,0.582304,0.586228,0.453727,0.321227,0.430854,0.101040,0.195029,0.156648,0.118268,0.079887,0.155961,0.232035,0.229501,0.221621,0.213741,0.280435
31,1,0.144391,0.144391,0.144391,0.129034,0.113677,0.192100,0.160010,0.334769,0.266124,0.344514,0.422905,0.541937,0.546619,0.506624,0.683747,0.662464,0.644076,0.520033,0.572822,0.200934,0.033540,0.037552,0.041563,0.045575,0.182950,0.346932,0.510914,0.577779,0.631616,0.644203,0.582304,0.578279,0.464256,0.350232,0.501250,0.203818,0.078193,0.078758,0.079322,0.079887,0.094125,0.108364,0.229501,0.221621,0.213741,0.082414
31,2,0.177126,0.177126,0.177126,0.166451,0.155776,0.131619,0.183447,0.173076,0.246198,0.308576,0.370955,0.480394,0.458955,0.495267,0.683747,0.662464,0.540337,0.598135,0.595538,0.122564,0.014029,0.028911,0.043792,0.058673,0.192946,0.361237,0.529527,0.577779,0.631616,0.648981,0.606588,0.564194,0.472385,0.380576,0.465004,0.295568,0.116947,0.123505,0.130063,0.086784,0.112788,0.138791,0.182411,0.156591,0.130772,0.110284
31,3,0.094042,0.094042,0.094042,0.094042,0.094042,0.131619,0.033541,0.173076,0.182858,0.265557,0.348256,0.480394,0.457883,0.495267,0.645026,0.616968,0.540337,0.601106,0.579929,0.147098,0.014029,0.027527,0.041024,0.090398,0.153883,0.298711,0.443540,0.595096,0.623682,0.617477,0.611272,0.605067,0.558379,0.511692,0.465004,0.287423,0.143531,0.159594,0.163327,0.114763,0.126777,0.138791,0.126957,0.111543,0.096129,0.110284
31,4,0.094042,0.094042,0.094042,0.094042,0.094042,0.131619,0.033541,0.173076,0.182858,0.265557,0.348256,0.480394,0.457883,0.495267,0.645026,0.616968,0.540337,0.601106,0.579929,0.147098,0.014029,0.027527,0.041024,0.090398,0.153883,0.298711,0.443540,0.595096,0.623682,0.617477,0.611272,0.605067,0.558379,0.511692,0.465004,0.287423,0.143531,0.159594,0.163327,0.114763,0.126777,0.138791,0.126957,0.111543,0.096129,0.110284
31,5,0.039265,0.039265,0.039265,0.039265,0.039265,0.099795,0.003855,0.156152,0.169605,0.267103,0.364600,0.480394,0.457883,0.506525,0.645026,0.616968,0.532321,0.549750,0.579929,0.147098,0.034053,0.043935,0.053817,0.095494,0.173916,0.349756,0.525595,0.595096,0.652860,0.648981,0.650458,0.651935,0.591220,0.530506,0.469791,0.390827,0.283592,0.254353,0.225113,0.114763,0.121660,0.128557,0.007158,0.050927,0.094695,0.041308
31,6,-0.040068,-0.040068,-0.040068,-0.033221,-0.026373,0.099795,0.003855,0.156152,0.130220,0.247062,0.363904,0.482987,0.485868,0.506525,0.667500,0.607959,0.540550,0.598835,0.621059,0.171730,0.054151,0.053984,0.053817,-0.003200,0.173916,0.340410,0.506903,0.595096,0.652860,0.731037,0.691486,0.651935,0.591220,0.530506,0.469791,0.357532,0.412423,0.190925,0.225113,0.114568,0.134345,0.154122,0.114204,0.074285,0.034366,0.034399
31,8,-0.038174,-0.038174,-0.038174,-0.027725,-0.017277,0.060603,-0.005599,0.199812,0.116202,0.245703,0.375204,0.464886,0.480326,0.496544,0.651187,0.692093,0.637718,0.544251,0.610133,0.189842,0.062771,0.069100,0.075428,0.032413,0.206982,0.330482,0.453982,0.612531,0.602946,0.726464,0.677682,0.643810,0.626718,0.609626,0.592534,0.338937,0.400855,0.212065,0.260827,0.124971,0.094388,0.063804,-0.015216,-0.007223,0.055097,0.055097
31,9,-0.059812,-0.059812,-0.059812,-0.054896,-0.049981,0.020802,-0.011294,0.127691,0.116202,0.245703,0.375204,0.488740,0.552467,0.496544,0.651187,0.692093,0.690037,0.547818,0.610133,0.181660,0.041868,0.058648,0.075428,0.141205,0.206982,0.330482,0.453982,0.612531,0.561835,0.726464,0.642488,0.558512,0.569853,0.581193,0.592534,0.510190,0.420960,0.277527,0.283245,0.080656,0.043057,0.005457,-0.059581,-0.082093,-0.013276,-0.013276
31,10,-0.004854,-0.004854,-0.004854,0.010559,0.025971,0.194118,0.041665,0.127691,0.145455,0.273853,0.402251,0.488740,0.546150,0.513294,0.662784,0.709590,0.658483,0.571921,0.591293,0.169431,0.041868,0.021393,0.000917,0.055258,0.219054,0.318543,0.418031,0.642500,0.670460,0.726464,0.722700,0.718936,0.678337,0.637739,0.597141,0.510190,0.420960,0.202355,0.239816,0.160554,0.097409,0.034264,0.062216,-0.082093,0.071445,0.092912
31,11,0.180210,0.180210,0.180210,0.217296,0.254382,0.194118,0.267886,0.348376,0.339640,0.394354,0.449069,0.488740,0.559086,0.513294,0.662784,0.668795,0.649399,0.558516,0.591293,0.148074,0.035366,0.060911,0.086456,0.152755,0.219054,0.355598,0.492142,0.642500,0.670460,0.663179,0.639108,0.718936,0.640170,0.561405,0.482639,0.362145,0.166900,0.202355,0.239816,0.160554,0.235940,0.311326,0.237705,0.257921,0.083693,0.092912
31,12,0.295366,0.252965,0.210565,0.227836,0.245107,0.397878,0.300566,0.348376,0.441080,0.485212,0.529343,0.546664,0.559086,0.630311,0.672755,0.695138,0.649399,0.594933,0.610850,0.170032,-0.009446,0.015612,0.040669,0.159134,0.277599,0.409648,0.541698,0.642500,0.688329,0.663179,0.684143,0.705108,0.630952,0.556796,0.482639,0.141322,0.372318,0.286017,0.199715,0.285437,0.207145,0.128853,0.136898,0.353389,0.217529,0.313058
31,13,0.295366,0.252965,0.210565,0.227836,0.245107,0.397878,0.300566,0.348376,0.441080,0.485212,0.529343,0.546664,0.559086,0.630311,0.672755,0.695138,0.649399,0.594933,0.610850,0.170032,-0.009446,0.015612,0.040669,0.159134,0.277599,0.409648,0.541698,0.642500,0.688329,0.663179,0.684143,0.705108,0.630952,0.556796,0.482639,0.141322,0.372318,0.286017,0.199715,0.285437,0.207145,0.128853,0.136898,0.353389,0.217529,0.313058
31,14,0.022071,0.045839,0.069608,0.098816,0.128025,0.069029,0.142129,0.334647,0.205750,0.292516,0.379281,0.503912,0.563318,0.607017,0.673384,0.645545,0.680134,0.594933,0.584396,0.208163,0.014972,0.027821,0.040669,0.148000,0.255331,0.392430,0.529529,0.635412,0.688329,0.744555,0.702696,0.660837,0.638921,0.617004,0.595088,0.320454,0.230807,0.221956,0.213106,0.201485,0.144682,0.087880,0.136898,0.353389,0.078961,0.006228
31,15,0.033518,0.083790,0.134061,0.131043,0.128025,0.112715,0.142129,0.334647,0.221841,0.296962,0.372083,0.503912,0.508151,0.634950,0.673384,0.639160,0.625540,0.550363,0.584396,0.152093,0.034313,0.039723,0.045134,0.150232,0.255331,0.385360,0.515388,0.635412,0.650733,0.744555,0.717506,0.690457,0.664014,0.637571,0.611128,0.274555,0.368811,0.227428,0.234736,0.211850,0.200715,0.189581,0.077032,0.151831,0.078961,-0.029259
31,16,0.033518,0.083790,0.134061,0.171035,0.208009,0.112715,0.218828,0.117529,0.181311,0.270650,0.359989,0.509151,0.513800,0.634950,0.729105,0.639277,0.639853,0.545065,0.597191,0.143335,0.025456,0.011172,-0.003113,0.109730,0.222573,0.360363,0.498154,0.581716,0.666910,0.744555,0.717506,0.690457,0.664014,0.637571,0.611128,0.484377,0.396408,0.274247,0.234736,0.211850,0.132796,0.053742,0.105281,-0.021155,0.060649,-0.029259
31,17,-0.056611,-0.002950,0.050710,0.052479,0.054249,0.043878,0.111831,0.117529,0.115802,0.237895,0.359989,0.509151,0.517761,0.619811,0.729105,0.665939,0.642034,0.548590,0.597191,0.143335,-0.009777,-0.006445,-0.003113,0.109730,0.222573,0.366137,0.509701,0.581716,0.666910,0.744772,0.756920,0.769067,0.725097,0.681127,0.637158,0.504214,0.379034,0.332215,0.285395,0.171307,0.112524,0.053742,0.008242,-0.000606,0.009410,-0.044521
31,18,-0.036188,-0.036188,-0.036188,-0.018889,-0.001589,0.024497,0.032568,0.097269,0.115802,0.237614,0.359426,0.509151,0.487762,0.619811,0.717971,0.648355,0.650556,0.599672,0.667898,0.140943,-0.009777,-0.002378,0.005020,0.104788,0.204555,0.340000,0.475445,0.570150,0.665586,0.744772,0.755972,0.767171,0.723833,0.680496,0.637158,0.473692,0.379034,0.323825,0.268615,0.087253,0.052275,0.017296,-0.021624,0.001672,0.009410,-0.002286
31,19,-0.069453,-0.069453,-0.069453,-0.062561,-0.055669,0.024497,0.000376,0.097269,0.096511,0.198558,0.300604,0.468256,0.504060,0.603273,0.717971,0.655162,0.621078,0.598569,0.667898,0.164651,0.006291,0.017267,0.028244,0.121978,0.215713,0.382510,0.549308,0.570150,0.665586,0.744772,0.744847,0.744923,0.695299,0.645676,0.596052,0.494778,0.501796,0.380120,0.258445,0.177260,0.096075,0.014891,-0.000153,0.031431,-0.000375,-0.043193
31,20,-0.092582,-0.092582,-0.092582,-0.066194,-0.039805,-0.032166,-0.036410,0.047526,0.042165,0.190545,0.338926,0.468212,0.526998,0.491306,0.724516,0.655162,0.656171,0.594502,0.668459,0.162051,-0.034399,-0.003078,0.028244,0.121978,0.215713,0.390036,0.564359,0.593554,0.698134,0.776456,0.769170,0.761884,0.764692,0.767501,0.638118,0.494778,0.481601,0.370023,0.258445,0.194373,0.130300,0.066228,0.011327,0.031431,0.014777,0.008628
31,21,-0.086077,-0.086077,-0.086077,-0.062941,-0.039805,-0.019493,-0.014623,0.047526,0.083375,0.210544,0.337712,0.468212,0.526998,0.491306,0.724516,0.646487,0.657694,0.603454,0.668459,0.281140,0.021980,0.009498,-0.002983,0.114817,0.232617,0.398488,0.564359,0.593554,0.691624,0.776456,0.769170,0.761884,0.764692,0.767501,0.638118,0.518236,0.481601,0.385961,0.290321,0.195739,0.101156,0.006574,-0.053011,-0.027515,0.014777,0.014777
31,22,-0.086077,-0.086077,-0.086077,-0.062941,-0.039805,-0.019493,-0.014623,0.047526,0.083375,0.210544,0.337712,0.468212,0.526998,0.491306,0.724516,0.646487,0.657694,0.603454,0.668459,0.281140,0.021980,0.009498,-0.002983,0.114817,0.232617,0.398488,0.564359,0.593554,0.691624,0.776456,0.769170,0.761884,0.764692,0.767501,0.638118,0.518236,0.481601,0.385961,0.290321,0.195739,0.101156,0.006574,-0.053011,-0.027515,0.014777,0.014777
31,28,-0.034371,-0.034371,-0.034371,-0.034371,-0.034371,-0.029253,0.048968,0.030836,0.077816,0.207757,0.337697,0.451134,0.620978,0.635312,0.728868,0.646100,0.638094,0.515014,0.455110,0.082487,-0.016833,-0.022033,-0.027232,0.113292,0.253815,0.390228,0.526641,0.435358,0.700560,0.758829,0.765269,0.658732,0.671785,0.684839,0.697892,0.449578,0.441940,0.258257,0.249796,0.170804,0.091812,0.012820,-0.038209,-0.038798,-0.015142,-0.048322
31,29,-0.085788,-0.085788,-0.085788,-0.064366,-0.042945,-0.029253,0.055690,0.056536,0.096325,0.223789,0.351254,0.451134,0.620978,0.635312,0.728868,0.659986,0.662812,0.546707,0.445639,0.173320,-0.002676,-0.014395,-0.026115,0.113850,0.253815,0.441379,0.628942,0.678491,0.728040,0.758829,0.751310,0.654164,0.669194,0.684224,0.699253,0.463057,0.438184,0.258257,0.291683,0.198728,0.105774,0.012820,-0.079882,-0.076207,-0.068898,-0.096955
31,44,0.408981,0.206374,0.299815,0.323565,0.347314,0.212369,0.317315,0.324578,0.331840,0.421090,0.510340,0.576015,0.553638,0.550745,0.630914,0.632859,0.591805,0.466047,0.414192,0.198964,-0.034349,-0.013314,0.007721,0.124808,0.241895,0.411416,0.580937,0.615562,0.650186,0.659333,0.645789,0.641256,0.601449,0.561641,0.521834,0.268609,0.293968,0.235045,0.176123,0.183295,0.207210,0.231126,0.133218,0.163945,0.113640,0.314941
31,45,0.215932,0.145640,0.229713,0.307103,0.384494,0.408658,0.348702,0.274041,0.345746,0.386479,0.427213,0.576015,0.566696,0.600982,0.646520,0.632859,0.581039,0.454671,0.414192,0.162335,0.058960,0.022147,-0.014666,0.085577,0.185820,0.375492,0.565165,0.607676,0.650186,0.683421,0.645789,0.593005,0.569281,0.545557,0.521834,0.326475,0.312400,0.269365,0.226330,0.183295,0.219887,0.256480,0.224218,0.190585,0.141137,0.314941
31,46,0.110622,0.145640,0.229713,0.226822,0.223932,0.300902,0.205653,0.274041,0.240992,0.334103,0.427213,0.494993,0.491170,0.600982,0.646520,0.645200,0.577284,0.483654,0.409106,0.149975,0.019489,0.002411,-0.014666,0.085577,0.185820,0.321718,0.457616,0.558390,0.659165,0.651270,0.677060,0.593005,0.580065,0.567126,0.554186,0.326475,0.312400,0.265142,0.217884,0.140891,0.127412,0.113933,0.082105,0.008742,0.141137,0.141013
31,47,0.110622,0.106629,0.102636,0.139574,0.176511,0.131930,0.205653,0.138345,0.177105,0.247124,0.317143,0.494993,0.549725,0.600982,0.586598,0.645200,0.577284,0.455204,0.354607,0.111957,-0.008588,-0.051037,-0.093487,0.025555,0.144596,0.258249,0.371902,0.471615,0.571328,0.651270,0.677060,0.638932,0.610683,0.582435,0.554186,0.447906,0.415693,0.323912,0.232132,0.140351,0.100055,0.059759,0.019463,0.008742,0.000588,0.029536
32,0,0.180740,0.180740,0.180740,0.211831,0.242921,0.316704,0.177204,0.334769,0.297642,0.360273,0.422905,0.558242,0.518069,0.506624,0.640058,0.626388,0.524486,0.447571,0.572822,0.121943,-0.012150,0.045312,0.102774,0.160236,0.217698,0.359118,0.500538,0.605765,0.565286,0.611834,0.619966,0.628097,0.459017,0.289936,0.430854,0.132799,0.087615,0.085930,0.084245,0.164160,0.193171,0.222182,0.196975,0.202137,0.271697,0.156409
32,1,0.317812,0.317812,0.317812,0.319611,0.321409,0.316704,0.319569,0.334769,0.379394,0.401150,0.422905,0.558242,0.546009,0.506624,0.700246,0.695500,0.644039,0.465390,0.595538,0.179605,0.011552,0.052196,0.092840,0.133484,0.217698,0.378960,0.540222,0.645532,0.631616,0.611834,0.627062,0.642289,0.480036,0.317782,0.404904,0.203818,0.055530,0.069888,0.084245,0.163928,0.237790,0.311652,0.196975,0.346471,0.271697,0.283640
32,2,0.177126,0.177126,0.177126,0.265993,0.354859,0.325256,0.183447,0.352788,0.450551,0.482706,0.514862,0.600753,0.601346,0.493357,0.700246,0.695500,0.659258,0.598135,0.595538,0.208840,0.046063,0.065395,0.084727,0.104059,0.191227,0.404207,0.617186,0.645532,0.623499,0.653469,0.608505,0.563540,0.465326,0.367111,0.458392,0.250517,0.116947,0.098334,0.079721,0.166049,0.190550,0.215052,0.336101,0.287961,0.314041,0.357811
32,3,0.111185,0.109789,0.108393,0.153933,0.199472,0.222010,0.127583,0.352788,0.338446,0.374939,0.411432,0.600753,0.495338,0.493357,0.686549,0.687001,0.659258,0.598135,0.552665,0.208840,0.046063,0.062056,0.078050,0.090398,0.194928,0.319234,0.443540,0.617950,0.610690,0.648981,0.617175,0.585369,0.614741,0.644114,0.458392,0.344552,0.236112,0.159594,0.163327,0.144675,0.179864,0.215052,0.318235,0.287961,0.183015,0.066311
32,4,0.208611,0.208611,0.208611,0.207933,0.207254,0.187398,0.219082,0.258030,0.278426,0.343650,0.408873,0.482987,0.495338,0.493357,0.686549,0.687001,0.561769,0.506622,0.552665,0.187935,0.060457,0.076765,0.093073,0.095494,0.217061,0.383795,0.550528,0.617950,0.630409,0.630251,0.630092,0.629934,0.575760,0.521586,0.467411,0.248308,0.176592,0.133722,0.193285,0.144675,0.157037,0.169399,0.182774,0.156462,0.183015,0.151506
32,5,0.208611,0.208611,0.208611,0.186038,0.163464,0.136277,0.219082,0.258030,0.217931,0.290064,0.362197,0.482987,0.494754,0.439936,0.681041,0.607959,0.543346,0.468755,0.551590,0.182335,0.065262,0.079168,0.093073,0.108363,0.198585,0.353595,0.508606,0.598193,0.630409,0.645413,0.660417,0.675421,0.603741,0.532061,0.460382,0.342612,0.213950,0.111939,0.166731,0.186987,0.197636,0.208285,0.200358,0.192431,0.184504,0.159782
32,6,0.208611,0.208611,0.208611,0.186038,0.163464,0.136277,0.219082,0.258030,0.217931,0.290064,0.362197,0.482987,0.494754,0.439936,0.681041,0.607959,0.543346,0.468755,0.551590,0.182335,0.065262,0.079168,0.093073,0.108363,0.198585,0.353595,0.508606,0.598193,0.630409,0.645413,0.660417,0.675421,0.603741,0.532061,0.460382,0.342612,0.213950,0.111939,0.166731,0.186987,0.197636,0.208285,0.200358,0.192431,0.184504,0.159782
32,7,0.148279,0.148279,0.148279,0.155872,0.163464,0.203615,0.156304,0.199812,0.341665,0.364084,0.386502,0.489282,0.469021,0.439936,0.681041,0.607959,0.537676,0.516597,0.551590,0.175620,0.026818,0.026212,0.025606,0.083947,0.198585,0.367540,0.536496,0.598193,0.670318,0.722915,0.699168,0.675421,0.603741,0.532061,0.460382,0.342612,0.213950,0.111939,0.218415,0.106304,0.150687,0.195070,0.178313,0.161556,0.144799,0.171995
32,8,0.237734,0.237734,0.237734,0.254484,0.271234,0.203615,0.241079,0.199812,0.223592,0.279888,0.336184,0.489282,0.471891,0.417664,0.637599,0.578090,0.539475,0.506427,0.538112,0.185339,0.078490,0.076959,0.075428,0.097339,0.234904,0.372288,0.509673,0.516085,0.670318,0.587538,0.677682,0.603774,0.544047,0.484319,0.424591,0.352182,0.199039,0.102860,0.178634,0.145835,0.182207,0.218579,0.214772,0.116206,0.144799,0.198102
32,9,0.158318,0.158318,0.158318,0.169547,0.180776,0.097712,0.164993,0.169541,0.223592,0.279888,0.336184,0.455425,0.389351,0.417664,0.637599,0.578090,0.454561,0.430802,0.538112,0.127812,-0.000613,0.016940,0.034492,0.108807,0.196369,0.353021,0.509673,0.516085,0.561835,0.516285,0.470734,0.558512,0.513871,0.469231,0.424591,0.290085,0.129771,0.189372,0.248973,0.090127,0.110193,0.130258,0.185078,0.116206,0.012877,0.119663
