row,col,EVI_1,EVI_2,EVI_3,EVI_4,EVI_5,EVI_6,EVI_7,EVI_8,EVI_9,EVI_10,EVI_11,EVI_12,EVI_13,EVI_14,EVI_15,EVI_16,EVI_17,EVI_18,EVI_19,EVI_20,EVI_21,EVI_22,EVI_23,EVI_24,EVI_25,EVI_26,EVI_27,EVI_28,EVI_29,EVI_30,EVI_31,EVI_32,EVI_33,EVI_34,EVI_35,EVI_36,EVI_37,EVI_38,EVI_39,EVI_40,EVI_41,EVI_42,EVI_43,EVI_44,EVI_45,EVI_46
23,26,-0.008144,-0.003486,0.001172,0.002413,0.003654,0.070963,0.102521,0.075551,0.089234,0.136826,0.184418,0.351261,0.393746,0.450509,0.474283,0.458695,0.366080,0.149273,0.306107,-0.023976,-0.214139,-0.121935,-0.029731,0.079189,0.188110,0.344971,0.501832,0.382184,0.568328,0.639304,0.609791,0.615079,0.561706,0.508333,0.454960,0.373547,0.293140,0.212733,0.132326,0.051919,0.014983,-0.021952,-0.059518,-0.006705,-0.012603,-0.012603
23,43,0.138908,0.140892,0.142876,0.169261,0.195647,-0.063368,0.193898,0.148835,0.338074,0.329378,0.320683,0.374339,0.487391,0.514928,0.483402,0.441057,0.508174,0.447535,0.559930,0.066824,-0.012126,-0.068277,-0.067850,0.056604,0.181059,0.341100,0.501141,0.560621,0.620102,0.742584,0.718444,0.651005,0.590600,0.530196,0.663851,0.195260,0.446747,0.308631,0.170516,0.032401,0.006248,-0.019904,-0.002449,-0.015518,0.031675,-0.050453
23,44,0.138908,0.119840,0.100771,0.063476,0.026181,0.229107,0.193898,0.265986,0.338074,0.312904,0.287733,0.355592,0.412417,0.520847,0.475632,0.441057,0.524922,0.431081,0.376504,0.076537,-0.017432,-0.068277,-0.069608,0.055726,0.181059,0.341100,0.501141,0.563620,0.626099,0.715230,0.718444,0.541303,0.535749,0.530196,0.663851,0.349404,0.424908,0.282920,0.140933,-0.001054,0.001121,0.003297,-0.010785,-0.008294,0.021605,-0.010112
23,45,-0.135187,-0.119848,-0.104510,-0.039164,0.026181,-0.063918,-0.007069,-0.004632,0.036283,0.121440,0.206598,0.416153,0.412417,0.427081,0.609931,0.432321,0.575101,0.563603,0.391891,0.112723,-0.000592,-0.061181,-0.035065,0.060579,0.156223,0.295668,0.435113,0.530606,0.626099,0.715230,0.695737,0.756638,0.662078,0.567518,0.685042,0.463078,0.424908,0.302876,0.180844,0.114226,0.047608,-0.019009,-0.024025,-0.007999,0.018514,0.018514
24,3,-0.083734,-0.083734,-0.083734,-0.063576,-0.043419,-0.011396,0.022414,0.056225,0.041992,0.287184,0.270760,0.404498,0.418790,0.439070,0.595141,0.541583,0.473243,0.404040,0.512696,0.084205,-0.025773,0.024798,0.075368,0.125939,0.176510,0.351182,0.525854,0.502671,0.586139,0.654831,0.663883,0.672935,0.601042,0.529148,0.516126,0.405954,0.341420,0.254520,0.167619,0.111372,0.055125,-0.001123,-0.019475,0.021692,0.012462,0.031788
24,4,-0.082929,-0.082929,-0.082929,-0.055251,-0.043058,-0.011396,-0.040995,-0.002979,0.043105,0.287184,0.243213,0.404498,0.380107,0.374569,0.549423,0.524592,0.438611,0.462455,0.460323,0.068964,-0.025773,0.024798,0.075368,0.125939,0.176510,0.305258,0.434007,0.469357,0.572660,0.640690,0.731314,0.618541,0.534360,0.450180,0.516126,0.378833,0.390344,0.278981,0.167619,0.115422,0.063224,0.011027,-0.019184,-0.020473,0.012462,-0.005806
24,5,-0.082929,-0.082929,-0.082929,-0.055251,-0.043058,-0.011396,-0.040995,-0.002979,0.043105,0.287184,0.243213,0.404498,0.380107,0.374569,0.549423,0.524592,0.438611,0.462455,0.460323,0.068964,-0.025773,0.024798,0.075368,0.125939,0.176510,0.305258,0.434007,0.469357,0.572660,0.640690,0.731314,0.618541,0.534360,0.450180,0.516126,0.378833,0.390344,0.278981,0.167619,0.115422,0.063224,0.011027,-0.019184,-0.020473,0.012462,-0.005806
24,6,-0.055251,-0.055251,-0.055251,-0.055251,-0.063913,-0.057315,-0.074191,-0.002979,-0.007900,0.075959,0.159817,0.364824,0.380107,0.401510,0.529990,0.517253,0.407048,0.384030,0.460323,0.031316,-0.015630,0.022076,0.059781,0.097487,0.135192,0.186949,0.238705,0.469357,0.506594,0.558810,0.588676,0.618541,0.576065,0.533589,0.491113,0.174492,0.360237,0.173993,0.110666,0.064272,0.017879,-0.028515,-0.026485,-0.010884,0.005594,-0.015957
24,9,-0.031069,-0.031069,-0.031069,-0.031069,-0.031069,-0.032722,-0.042911,0.015086,0.047819,0.180197,0.312575,0.416772,0.473634,0.471726,0.633696,0.621567,0.603330,0.517720,0.558849,0.102179,0.004180,0.013862,0.023543,0.137529,0.251515,0.378263,0.505012,0.606430,0.654459,0.744823,0.743243,0.717064,0.636300,0.555537,0.609176,0.467771,0.443942,0.280618,0.210660,0.160380,0.110101,0.059822,0.003338,0.029651,0.029651,0.029651
24,10,-0.059755,-0.059755,-0.059755,-0.059755,-0.059755,-0.038303,-0.040602,0.015086,0.047819,0.180197,0.312575,0.414397,0.572671,0.471726,0.660337,0.618122,0.621506,0.496715,0.560578,0.173678,0.002473,-0.006833,-0.016138,0.117688,0.251515,0.387882,0.524250,0.606430,0.654459,0.710559,0.735333,0.754153,0.669344,0.584534,0.609176,0.454113,0.449963,0.280618,0.210660,0.145480,0.080300,0.015120,-0.020821,-0.000950,0.008495,0.008495
24,11,-0.112769,-0.112769,-0.112769,-0.090997,-0.069224,0.002592,-0.047550,0.043814,0.039489,0.152379,0.265269,0.414397,0.572671,0.605365,0.638060,0.618122,0.531016,0.460193,0.556648,0.146577,0.002473,-0.006300,-0.015072,0.108820,0.232712,0.371128,0.509544,0.631898,0.667610,0.691118,0.741636,0.754153,0.706117,0.658080,0.610044,0.454113,0.450410,0.220201,0.245586,0.157786,0.069985,-0.017815,-0.033968,-0.038581,0.008495,-0.023888
24,12,-0.040212,-0.040212,-0.040212,0.014284,0.068780,0.002592,0.030414,0.043814,0.081180,0.212157,0.343134,0.444081,0.426630,0.528486,0.630343,0.612019,0.540443,0.485370,0.556648,0.116350,-0.016625,-0.002068,0.012490,0.134145,0.255801,0.382672,0.509544,0.631898,0.653816,0.777332,0.741636,0.737368,0.720424,0.703481,0.686538,0.457659,0.445761,0.318148,0.245586,0.158914,0.072241,-0.014432,-0.045252,-0.038581,-0.042200,-0.096683
24,13,-0.082280,-0.082280,-0.082280,-0.064843,-0.047406,0.013265,0.003527,0.043584,0.081180,0.215764,0.350348,0.444081,0.505296,0.589825,0.674355,0.612019,0.567537,0.485370,0.567179,0.155138,-0.010453,0.001018,0.012490,0.134145,0.255801,0.376602,0.497404,0.629124,0.653816,0.777332,0.744615,0.737368,0.720424,0.703481,0.686538,0.443905,0.382189,0.226388,0.288161,0.201740,0.115320,0.028900,0.019427,-0.009545,0.024478,0.038877
24,14,-0.082280,-0.082280,-0.082280,-0.064843,-0.047406,0.013265,0.003527,0.043584,0.081180,0.215764,0.350348,0.444081,0.505296,0.589825,0.674355,0.612019,0.567537,0.485370,0.567179,0.155138,-0.010453,0.001018,0.012490,0.134145,0.255801,0.376602,0.497404,0.629124,0.653816,0.777332,0.744615,0.737368,0.720424,0.703481,0.686538,0.443905,0.382189,0.226388,0.288161,0.201740,0.115320,0.028900,0.019427,-0.009545,0.024478,0.038877
24,15,-0.110326,-0.110326,-0.110326,-0.097508,-0.084690,-0.029630,-0.036616,0.043584,0.087738,0.213314,0.338890,0.467732,0.586595,0.487376,0.674355,0.632836,0.569440,0.540367,0.567179,0.188038,0.000939,0.016008,0.031076,0.134575,0.238074,0.383015,0.527956,0.629124,0.687642,0.742826,0.723055,0.703285,0.673301,0.643317,0.613333,0.487059,0.427051,0.385994,0.211474,0.132741,0.054008,-0.024725,0.019427,0.014953,0.024478,-0.081813
24,19,0.217897,0.217897,0.217897,0.204287,0.190677,0.243640,0.255660,0.173863,0.303612,0.317642,0.331672,0.513438,0.445404,0.454299,0.606777,0.606644,0.503850,0.448289,0.349047,0.028472,-0.159745,-0.066689,0.026367,0.129823,0.233280,0.371443,0.509606,0.547842,0.654605,0.754813,0.753541,0.721576,0.687942,0.654309,0.620675,0.465007,0.444471,0.325376,0.206282,0.136144,0.066006,-0.004132,0.001232,0.020848,0.036366,0.014358
24,20,0.051434,0.134665,0.217897,0.184829,0.151761,0.102051,0.255660,0.221090,0.211815,0.295507,0.379200,0.513438,0.487761,0.486873,0.656452,0.606644,0.506472,0.442958,0.349047,0.131275,-0.046512,-0.013373,0.019767,0.141467,0.263168,0.399346,0.535524,0.542944,0.607029,0.668320,0.672359,0.676397,0.640184,0.603971,0.567757,0.517476,0.467195,0.317927,0.168659,0.111062,0.053465,-0.004132,-0.013954,-0.002365,0.011358,-0.002275
24,21,0.095686,0.039937,-0.015812,0.055329,0.126469,0.102051,0.043699,0.221090,0.243405,0.306008,0.368612,0.497458,0.505305,0.489761,0.656452,0.668646,0.502704,0.567836,0.393366,0.131275,-0.046512,-0.026832,-0.007153,0.108948,0.225049,0.380287,0.535524,0.542944,0.661218,0.788441,0.737912,0.687384,0.657959,0.628534,0.599109,0.533152,0.467195,0.317927,0.168659,0.106944,0.045229,-0.016486,-0.038173,-0.034002,0.011358,-0.021808
24,22,0.095686,0.116253,0.136820,0.192115,0.247410,0.213789,0.199083,0.318783,0.243405,0.331210,0.419014,0.497458,0.505305,0.489761,0.666492,0.668646,0.502343,0.523707,0.393366,0.108742,-0.010845,-0.024195,-0.037546,0.093752,0.225049,0.361627,0.498206,0.512255,0.661218,0.737937,0.726324,0.637128,0.624725,0.612322,0.599919,0.382464,0.492639,0.289110,0.085581,0.054557,0.023532,-0.007493,-0.023564,-0.034002,0.033455,0.013126
24,23,0.095686,0.116253,0.136820,0.192115,0.247410,0.213789,0.199083,0.318783,0.243405,0.331210,0.419014,0.497458,0.505305,0.489761,0.666492,0.668646,0.502343,0.523707,0.393366,0.108742,-0.010845,-0.024195,-0.037546,0.093752,0.225049,0.361627,0.498206,0.512255,0.661218,0.737937,0.726324,0.637128,0.624725,0.612322,0.599919,0.382464,0.492639,0.289110,0.085581,0.054557,0.023532,-0.007493,-0.023564,-0.034002,0.033455,0.013126
24,24,0.171234,0.214424,0.257614,0.252512,0.247410,0.184362,0.277736,0.318783,0.350990,0.370530,0.390071,0.450252,0.521855,0.483290,0.536033,0.605460,0.442940,0.568115,0.393366,0.075798,-0.037468,-0.037507,-0.037546,0.099246,0.236038,0.370611,0.505183,0.512255,0.645341,0.737937,0.549605,0.530613,0.541670,0.552727,0.563783,0.382464,0.284996,0.187528,0.090061,-0.007407,0.009197,0.025800,-0.026133,0.018987,0.029795,-0.001491
24,25,0.171234,0.088097,0.004960,0.072794,0.140627,0.005868,0.077085,0.075551,0.218783,0.304427,0.390071,0.450252,0.387269,0.429631,0.584616,0.663398,0.438475,0.373449,0.400967,0.092109,-0.041544,-0.031918,-0.022291,0.106873,0.236038,0.344051,0.452063,0.382184,0.645341,0.684618,0.660145,0.637393,0.614640,0.591887,0.569134,0.199139,0.162334,0.125529,0.088724,0.051919,0.018537,-0.014845,-0.023291,-0.007336,0.029795,-0.069093
24,26,-0.061289,-0.041023,-0.020757,-0.026193,-0.031630,0.005868,0.077085,0.075551,0.034591,0.134710,0.234829,0.406211,0.385101,0.560055,0.515101,0.517099,0.495298,0.370351,0.306107,0.025844,-0.138798,-0.081674,-0.024550,0.097482,0.219515,0.351029,0.482543,0.382184,0.685443,0.684618,0.622338,0.623045,0.605075,0.587104,0.569134,0.399014,0.312240,0.225467,0.138693,0.051919,0.018280,-0.015360,-0.039325,-0.016188,-0.018137,-0.069093
24,35,0.127381,0.127381,0.127381,0.070664,0.094233,0.190147,0.125492,0.192651,0.175128,0.265360,0.355592,0.494509,0.544468,0.520653,0.651176,0.595121,0.494425,0.505548,0.402503,0.084116,-0.054612,-0.136337,-0.046666,0.043005,0.116291,0.317189,0.518087,0.626438,0.671116,0.758736,0.728707,0.698678,0.668650,0.638621,0.608593,0.388645,0.332928,0.277211,0.221494,0.154524,0.087555,0.020585,0.008983,-0.008179,-0.033420,0.041206
24,44,-0.132876,-0.132876,-0.132876,-0.133385,-0.133894,-0.079940,-0.054473,-0.066413,-0.078354,0.035698,0.149749,0.355592,0.359107,0.514928,0.498425,0.485839,0.511067,0.435632,0.566523,0.192581,0.020947,-0.072099,0.004313,0.080726,0.157139,0.339118,0.521098,0.610337,0.699576,0.719164,0.755397,0.678890,0.644207,0.609524,0.663851,0.474802,0.435276,0.297230,0.159184,0.021138,0.011168,0.001199,-0.029456,-0.031201,0.009688,-0.001793
24,45,-0.128248,-0.128248,-0.128248,-0.131071,-0.133894,-0.102919,-0.005304,-0.004632,-0.062121,0.059115,0.180351,0.331046,0.359107,0.401775,0.589575,0.475919,0.519262,0.482984,0.500897,0.182023,0.021837,-0.061181,0.011287,0.083755,0.156223,0.335129,0.514036,0.575364,0.636692,0.719164,0.718683,0.678890,0.644207,0.609524,0.613605,0.465606,0.435276,0.323813,0.212349,0.136278,0.060207,-0.015863,-0.077135,-0.031201,0.009688,0.009688
24,50,-0.096581,-0.096581,-0.096581,-0.086871,-0.077161,-0.056767,-0.026000,-0.004959,0.016082,0.088140,0.160198,0.296894,0.368861,0.309314,0.470233,0.566278,0.413362,0.368529,0.364469,0.169934,-0.031449,-0.009724,0.012002,0.076039,0.140076,0.259818,0.379560,0.440813,0.502065,0.647844,0.603957,0.528190,0.511480,0.494769,0.399627,0.276847,0.235780,0.163504,0.091228,-0.037089,-0.030173,-0.023257,-0.053730,-0.013690,-0.021598,-0.029507
24,51,-0.096581,-0.096581,-0.096581,-0.086871,-0.077161,-0.056767,-0.026000,-0.004959,0.016082,0.088140,0.160198,0.296894,0.368861,0.309314,0.470233,0.566278,0.413362,0.368529,0.364469,0.169934,-0.031449,-0.009724,0.012002,0.076039,0.140076,0.259818,0.379560,0.440813,0.502065,0.647844,0.603957,0.528190,0.511480,0.494769,0.399627,0.276847,0.235780,0.163504,0.091228,-0.037089,-0.030173,-0.023257,-0.053730,-0.013690,-0.021598,-0.029507
24,52,-0.066813,-0.066813,-0.066813,-0.071987,-0.077161,-0.052790,-0.026000,-0.008197,0.009606,0.109751,0.209895,0.333867,0.387602,0.437737,0.520482,0.451616,0.494868,0.450067,0.565223,0.103215,-0.094194,-0.062861,-0.031527,0.039239,0.110006,0.276006,0.442005,0.524181,0.606357,0.647844,0.573269,0.528190,0.511480,0.494769,0.516410,0.408417,0.349480,0.213216,0.076951,-0.018582,0.037545,0.093672,0.033122,-0.013690,0.014691,0.043072
25,2,-0.029238,-0.029238,-0.029238,-0.028194,-0.027149,0.019921,0.038073,0.056225,0.081407,0.317040,0.268356,0.429675,0.383710,0.422352,0.570096,0.533738,0.525824,0.460653,0.516960,0.118393,-0.035938,0.026859,0.089656,0.161259,0.232862,0.319719,0.406576,0.502671,0.545071,0.654831,0.637020,0.619208,0.519816,0.420425,0.446413,0.257803,0.321678,0.258689,0.195700,0.132711,0.069722,0.006733,-0.010927,0.010016,0.003126,-0.012647
25,4,-0.091910,-0.091910,-0.091910,-0.066283,-0.054422,-0.021732,-0.047396,0.017992,0.053815,0.195462,0.337108,0.437476,0.474891,0.487135,0.566183,0.624423,0.438611,0.463181,0.483446,0.072029,-0.026420,0.026002,0.078424,0.130845,0.183267,0.322193,0.461120,0.544886,0.606330,0.654831,0.803978,0.678217,0.574843,0.471469,0.481614,0.447262,0.398484,0.315120,0.231756,0.148392,0.065028,-0.018336,-0.039940,-0.039159,0.015753,-0.025272
25,5,-0.113338,-0.113338,-0.113338,-0.066283,-0.084599,-0.063306,-0.081364,0.017992,-0.015128,0.116490,0.248108,0.423298,0.378162,0.430855,0.571573,0.532634,0.424573,0.422212,0.499709,0.096629,0.027908,0.066748,0.105588,0.144427,0.183267,0.328626,0.473986,0.544886,0.651857,0.700751,0.747047,0.618541,0.572899,0.527256,0.481614,0.437248,0.401517,0.271241,0.140966,0.092302,0.043639,-0.005024,-0.039940,-0.010884,0.005594,-0.022445
25,9,-0.088758,-0.088758,-0.088758,-0.064413,-0.040068,-0.032722,-0.025007,0.015086,0.027596,0.112978,0.198359,0.410689,0.434486,0.471726,0.618056,0.590684,0.507827,0.449625,0.539703,0.117863,-0.009186,-0.013382,-0.017578,0.114629,0.246837,0.356839,0.466841,0.606430,0.626628,0.725412,0.734435,0.697786,0.655673,0.613561,0.571448,0.405842,0.449531,0.197969,0.172039,0.119147,0.066255,0.013363,-0.043891,-0.003060,-0.003060,-0.003060
25,11,-0.116969,-0.116969,-0.116969,-0.090463,-0.063957,0.036030,-0.050753,0.099858,0.140205,0.182186,0.224167,0.399851,0.572671,0.471726,0.669855,0.584911,0.489450,0.518133,0.565854,0.138382,-0.013622,-0.012439,-0.011256,0.110728,0.232712,0.376763,0.520814,0.621326,0.674803,0.753735,0.692428,0.712990,0.678675,0.644359,0.610044,0.422552,0.453970,0.188521,0.194257,0.123566,0.052876,-0.017815,-0.034725,-0.060571,-0.042229,-0.023888
25,12,0.035598,0.035598,0.035598,0.073878,0.112158,0.036030,0.105012,0.099858,0.129064,0.235223,0.341382,0.432164,0.478015,0.479943,0.669855,0.614440,0.540443,0.527700,0.526863,0.141739,0.019887,0.004338,-0.011211,0.124972,0.261155,0.390984,0.520814,0.621326,0.674803,0.750692,0.692141,0.737368,0.691307,0.645247,0.599186,0.451687,0.455610,0.265759,0.194257,0.118672,0.043087,-0.032499,-0.064997,-0.060571,-0.078627,-0.096683
25,13,-0.075219,-0.075219,-0.075219,-0.061313,-0.047406,0.049080,0.001801,0.045638,0.129064,0.229240,0.329416,0.444081,0.586595,0.479943,0.640884,0.614440,0.558065,0.527700,0.395786,0.119384,0.019887,0.021759,0.023631,0.142393,0.261155,0.379589,0.498024,0.574066,0.619725,0.733362,0.688118,0.737368,0.691307,0.645247,0.599186,0.393092,0.358945,0.227958,0.242855,0.161630,0.080405,-0.000820,0.018184,-0.026571,-0.002760,0.021052
25,14,-0.120225,-0.120225,-0.120225,-0.099862,-0.079499,-0.046936,-0.061531,0.045638,0.025457,0.124590,0.223724,0.415553,0.586595,0.608781,0.630967,0.584192,0.520575,0.518237,0.402767,0.113669,-0.007012,0.005783,0.018577,0.122536,0.226494,0.374828,0.523163,0.574066,0.665376,0.739375,0.744615,0.737368,0.696821,0.656275,0.615728,0.463964,0.386812,0.194667,0.211474,0.145724,0.079975,0.014225,0.018184,0.017167,0.022774,0.028381
25,15,-0.057152,-0.057152,-0.057152,-0.057152,-0.057152,-0.055520,-0.061963,0.006010,-0.005694,0.131580,0.268854,0.415553,0.566181,0.604908,0.643635,0.584192,0.596658,0.503888,0.450645,0.234647,0.045669,0.032123,0.018577,0.122536,0.226494,0.366207,0.505920,0.645378,0.665376,0.765962,0.769745,0.752710,0.727019,0.701328,0.675637,0.455638,0.458836,0.194667,0.211474,0.143055,0.074635,0.006215,0.002027,-0.009637,0.009434,0.016202
25,20,0.023765,0.079555,0.135346,0.143553,0.151761,0.027069,0.152968,0.095952,0.223790,0.334147,0.444504,0.377227,0.623031,0.443844,0.618225,0.557763,0.435033,0.422216,0.373189,0.038894,-0.035721,0.005471,0.046663,0.143119,0.239576,0.376928,0.514279,0.551910,0.687664,0.727061,0.651164,0.575267,0.589334,0.603400,0.617466,0.491973,0.348483,0.263371,0.178260,0.117927,0.057594,-0.002738,-0.009742,-0.003218,-0.001478,-0.002275
25,21,0.023765,0.002430,-0.018905,0.024109,0.067123,0.027069,0.027789,0.095952,0.257895,0.318948,0.380000,0.541244,0.623031,0.443844,0.701038,0.633608,0.586340,0.555240,0.411189,0.118261,-0.035721,-0.015920,0.003880,0.113468,0.223056,0.368668,0.514279,0.551910,0.673401,0.727061,0.697362,0.667663,0.669575,0.671488,0.673400,0.502274,0.438952,0.348965,0.258978,0.168991,0.079004,-0.010983,-0.026582,-0.025265,-0.001478,-0.033774
25,22,0.081357,0.098114,0.114870,0.203152,0.291434,0.213789,0.147229,0.318783,0.257895,0.345006,0.432117,0.541244,0.519663,0.483290,0.701038,0.605460,0.567507,0.528337,0.393366,0.119898,0.013155,-0.005700,-0.024555,0.099250,0.223056,0.368050,0.513045,0.512255,0.673401,0.788441,0.831740,0.681930,0.679087,0.676243,0.673400,0.487317,0.492639,0.402785,0.312931,0.209150,0.105369,0.001588,-0.001706,-0.025265,0.008521,-0.010058
25,23,0.217270,0.217479,0.217688,0.254561,0.291434,0.315134,0.224589,0.318783,0.370396,0.398643,0.426890,0.527286,0.661053,0.483290,0.720702,0.618785,0.600142,0.491386,0.393366,0.118280,-0.008604,-0.016580,-0.024555,0.105742,0.236038,0.368290,0.500541,0.512255,0.689937,0.804198,0.888222,0.652554,0.659502,0.666451,0.673400,0.487317,0.361037,0.293820,0.226602,0.159385,0.092168,0.024950,-0.001706,0.015640,0.008741,0.007626
25,24,0.217270,0.144356,0.071442,0.162742,0.254041,0.018735,0.103687,0.097117,0.255328,0.341109,0.426890,0.527286,0.661053,0.429631,0.720702,0.579486,0.612344,0.518637,0.400967,0.163035,-0.041544,-0.035139,-0.028734,0.103652,0.236038,0.376101,0.516163,0.507065,0.689937,0.804198,0.748129,0.650709,0.670502,0.690295,0.710088,0.293550,0.361037,0.254425,0.147812,0.093593,0.039374,-0.014845,-0.062923,-0.033771,0.008741,-0.089777
25,25,-0.087765,-0.088341,-0.088917,-0.068720,-0.048524,0.018735,0.103687,0.097117,0.034591,0.162707,0.290823,0.471440,0.453054,0.560055,0.722736,0.607584,0.612344,0.547705,0.400967,0.038473,-0.153922,-0.085999,-0.018076,0.121044,0.260164,0.398849,0.537535,0.507065,0.685443,0.744190,0.728135,0.712079,0.711415,0.710752,0.710088,0.468622,0.459646,0.345030,0.230413,0.159968,0.089523,0.019077,-0.037594,-0.034240,-0.018137,-0.089777
25,26,-0.087765,-0.088341,-0.088917,-0.068720,-0.048524,0.018735,0.103687,0.097117,0.034591,0.162707,0.290823,0.471440,0.453054,0.560055,0.722736,0.607584,0.612344,0.547705,0.400967,0.038473,-0.153922,-0.085999,-0.018076,0.121044,0.260164,0.398849,0.537535,0.507065,0.685443,0.744190,0.728135,0.712079,0.711415,0.710752,0.710088,0.468622,0.459646,0.345030,0.230413,0.159968,0.089523,0.019077,-0.037594,-0.034240,-0.018137,-0.089777
25,42,-0.104011,-0.104011,-0.104011,-0.108038,-0.112065,-0.055938,0.029264,-0.013702,-0.056668,0.084158,0.224983,0.354023,0.345652,0.519736,0.548144,0.411726,0.513737,0.391050,0.538412,0.097985,-0.036161,-0.072099,0.004313,0.080726,0.157139,0.303347,0.449555,0.598651,0.624314,0.730679,0.728368,0.667682,0.606996,0.546310,0.663687,0.437208,0.437071,0.332254,0.227438,0.048628,0.038661,0.028694,0.002980,-0.008025,-0.009851,-0.042383
25,43,-0.112355,-0.112355,-0.112355,-0.109903,-0.107450,-0.068347,-0.028927,-0.042797,-0.056668,0.092483,0.241634,0.333531,0.338928,0.519736,0.548144,0.411726,0.510607,0.435632,0.531015,0.094467,-0.069165,-0.072099,0.007072,0.086244,0.165415,0.298672,0.431928,0.528121,0.624314,0.722568,0.685238,0.647907,0.598195,0.548483,0.663687,0.432673,0.424261,0.285407,0.146552,0.027254,0.018602,0.009950,0.008319,0.013170,0.058325,0.012199
25,44,-0.112355,-0.112355,-0.112355,-0.109903,-0.107450,-0.068347,-0.028927,-0.042797,-0.056668,0.092483,0.241634,0.333531,0.338928,0.519736,0.548144,0.411726,0.510607,0.435632,0.531015,0.094467,-0.069165,-0.072099,0.007072,0.086244,0.165415,0.298672,0.431928,0.528121,0.624314,0.722568,0.685238,0.647907,0.598195,0.548483,0.663687,0.432673,0.424261,0.285407,0.146552,0.027254,0.018602,0.009950,0.008319,0.013170,0.058325,0.012199
25,45,-0.103042,-0.103042,-0.103042,-0.105246,-0.107450,-0.055805,-0.073164,-0.060041,-0.046919,0.066716,0.180351,0.348691,0.338928,0.416411,0.529550,0.406555,0.518309,0.485707,0.528643,0.035574,0.021837,-0.072923,0.006523,0.085969,0.165415,0.317956,0.470497,0.545950,0.621402,0.722568,0.718683,0.612270,0.594532,0.576794,0.620129,0.423244,0.424261,0.285407,0.146552,0.017960,0.019143,0.020325,0.008319,0.013170,0.058325,0.045759
25,46,-0.062864,-0.062864,-0.062864,-0.071038,-0.079211,-0.055805,-0.073164,-0.034291,0.004583,0.082822,0.161062,0.334937,0.342119,0.416411,0.520727,0.380800,0.499672,0.449787,0.502273,0.012028,-0.069782,-0.061998,0.018810,0.099618,0.180426,0.302523,0.424619,0.509357,0.594095,0.720731,0.681035,0.628728,0.602761,0.576794,0.620129,0.401564,0.383453,0.277409,0.171366,0.085203,0.012294,-0.060615,-0.005396,-0.010753,0.027237,-0.168809
25,48,-0.090813,-0.090813,-0.090813,-0.093672,-0.096531,-0.084789,-0.050173,-0.044608,-0.039043,0.054620,0.148284,0.258398,0.301342,0.439177,0.481543,0.365304,0.491186,0.388774,0.363207,0.102953,-0.029597,-0.061998,-0.010641,0.099764,0.210169,0.331397,0.452624,0.495993,0.539362,0.653622,0.595791,0.621124,0.600859,0.580594,0.560329,0.305197,0.378721,0.297236,0.215750,0.067242,0.031183,-0.004876,-0.067072,-0.087087,-0.067178,-0.067178
25,49,-0.078528,-0.078528,-0.078528,-0.083120,-0.087712,-0.071813,-0.028363,0.010551,-0.038287,0.054998,0.148284,0.299060,0.301639,0.439177,0.481543,0.404127,0.455196,0.388774,0.466006,0.070634,-0.029597,-0.016945,-0.010641,0.099764,0.210169,0.296901,0.383634,0.461498,0.539362,0.621452,0.595791,0.621124,0.600859,0.580594,0.560329,0.396951,0.361546,0.227065,0.092585,0.038568,0.016846,-0.004876,-0.048687,-0.069496,-0.067178,-0.061174
25,50,-0.078528,-0.078528,-0.078528,-0.079943,-0.081357,-0.071813,-0.032187,-0.030960,-0.029733,0.099657,0.229047,0.341426,0.526887,0.515158,0.562070,0.566278,0.453432,0.515578,0.360627,0.211221,-0.009978,-0.016945,-0.004005,0.068036,0.140076,0.285744,0.431411,0.511429,0.591446,0.647844,0.603957,0.644253,0.593222,0.542190,0.491158,0.396951,0.361546,0.227065,0.092585,0.000510,0.018647,0.036784,-0.030796,-0.016928,-0.024216,-0.061774
25,51,-0.071095,-0.071095,-0.071095,-0.076226,-0.081357,-0.054798,-0.031507,-0.032899,-0.034290,0.087802,0.209895,0.364919,0.526887,0.515158,0.562070,0.566278,0.557536,0.498401,0.565223,0.113692,-0.094194,-0.016945,-0.017401,0.065739,0.148880,0.313725,0.478570,0.542464,0.606357,0.647844,0.653672,0.644253,0.569511,0.494769,0.481626,0.415648,0.394624,0.253480,0.112335,0.009587,0.026159,0.042730,0.022789,-0.016928,0.061204,-0.061774
25,52,-0.051061,-0.051061,-0.051061,-0.039490,-0.027919,-0.054137,-0.031507,-0.032899,-0.034290,0.050909,0.136109,0.361572,0.526887,0.406335,0.492577,0.575680,0.548470,0.498401,0.589045,0.238212,0.007993,-0.016945,-0.017401,0.065739,0.148880,0.308008,0.467137,0.578084,0.606357,0.698282,0.653672,0.667804,0.647941,0.628077,0.608213,0.420018,0.394624,0.253480,0.112335,-0.014210,0.023150,0.060511,0.004433,0.029805,0.061204,-0.001186
26,4,-0.084429,-0.084429,-0.084429,-0.064731,-0.045033,0.073201,-0.021900,0.036686,0.095273,0.317040,0.359862,0.459101,0.474891,0.487135,0.634877,0.606161,0.560743,0.569730,0.578718,0.176489,0.038579,0.012519,-0.013541,0.092233,0.198008,0.361894,0.525779,0.574207,0.616443,0.653802,0.696784,0.739767,0.605618,0.471469,0.598217,0.386396,0.419899,0.304245,0.188590,0.072936,0.023982,-0.024971,-0.025572,0.019158,0.015753,0.120101
