row,col,EVI_1,EVI_2,EVI_3,EVI_4,EVI_5,EVI_6,EVI_7,EVI_8,EVI_9,EVI_10,EVI_11,EVI_12,EVI_13,EVI_14,EVI_15,EVI_16,EVI_17,EVI_18,EVI_19,EVI_20,EVI_21,EVI_22,EVI_23,EVI_24,EVI_25,EVI_26,EVI_27,EVI_28,EVI_29,EVI_30,EVI_31,EVI_32,EVI_33,EVI_34,EVI_35,EVI_36,EVI_37,EVI_38,EVI_39,EVI_40,EVI_41,EVI_42,EVI_43,EVI_44,EVI_45,EVI_46
1,18,-0.002882,-0.017031,-0.031180,-0.020814,-0.010449,0.003353,-0.059957,-0.037250,-0.014542,-0.001778,0.010987,-0.053532,-0.033201,-0.015516,0.002168,-0.027833,-0.057834,-0.083979,-0.025945,0.029115,0.002094,-0.025458,-0.053010,-0.066803,-0.080597,-0.040493,-0.000390,-0.060168,0.015879,-0.003455,0.046346,0.017080,0.096823,0.061731,0.026640,-0.074232,0.014331,0.002521,-0.009289,-0.026698,-0.013565,-0.000432,0.001915,-0.031549,-0.014782,0.001812
2,19,0.018048,0.007948,0.014222,0.016205,0.018189,0.018800,0.019411,0.002434,-0.014542,0.016900,0.048343,0.051789,0.055234,0.068025,0.066826,0.062999,0.057177,0.054173,0.051169,0.058776,0.058287,0.035023,0.011759,0.031258,-0.013584,-0.006457,0.000670,0.013741,0.026812,0.090581,0.074509,0.077137,0.145140,0.042847,0.054061,0.065275,0.030947,0.070855,0.032525,0.022968,0.016133,0.009298,0.008599,0.042274,0.001376,0.003539
3,19,0.031543,0.027710,0.032624,0.029356,0.035594,0.024339,0.031209,0.039420,0.041556,0.042402,0.043249,0.040071,0.036893,0.068025,0.071022,0.077686,0.058440,0.073624,0.064531,0.078871,0.078529,0.058039,0.037549,0.052074,0.039670,0.039673,0.039676,0.055322,0.070968,0.087205,0.103442,0.076595,0.136528,0.072674,0.068974,0.065275,0.085911,0.070855,0.039898,0.015649,0.000323,-0.015003,0.000645,0.016292,0.002878,-0.019545
3,20,0.031543,0.027710,0.036198,0.030359,0.032869,0.024339,0.031209,0.036682,0.042156,0.048654,0.055151,0.032071,0.030005,0.071005,0.076898,0.049250,0.038612,0.073624,0.064531,0.046989,0.078529,0.044932,0.011335,0.046291,0.023707,0.031692,0.039676,0.055322,0.070968,0.076564,0.069036,0.043968,0.062165,0.080362,0.073159,0.065955,0.075097,0.084238,0.044598,0.004957,-0.003168,-0.011294,0.002499,0.016292,-0.015157,-0.006977
7,10,0.132761,0.132761,0.132761,0.115003,0.097245,0.107369,0.127039,0.163468,0.201781,0.256582,0.311383,0.405014,0.498645,0.404740,0.690478,0.534422,0.497538,0.427240,0.474142,0.239895,0.134926,0.141612,0.148298,0.194063,0.239828,0.336102,0.432377,0.593886,0.649776,0.663992,0.721648,0.546714,0.539248,0.531783,0.476163,0.420543,0.375759,0.246876,0.267907,0.230774,0.193641,0.156508,0.144629,0.174660,0.156265,0.137870
8,6,0.125488,0.125488,0.125488,0.110001,0.094514,0.091927,0.138370,0.157349,0.176329,0.238788,0.301248,0.447372,0.486276,0.417943,0.621798,0.504088,0.463766,0.469430,0.460267,0.228771,0.158810,0.144111,0.129412,0.147673,0.185895,0.321526,0.457157,0.526316,0.593206,0.640005,0.686805,0.669678,0.630219,0.590760,0.443991,0.408719,0.437592,0.226679,0.207879,0.189080,0.170281,0.151482,0.132682,0.119401,0.098411,0.137524
9,6,0.126330,0.126330,0.126330,0.113906,0.101482,0.117849,0.152158,0.187248,0.222339,0.291315,0.360290,0.447372,0.486276,0.452146,0.621798,0.515865,0.516399,0.469430,0.453655,0.235013,0.160715,0.151227,0.141738,0.179298,0.232413,0.326335,0.420257,0.551349,0.625412,0.669391,0.713371,0.676558,0.658505,0.640453,0.552948,0.400797,0.306550,0.197287,0.286619,0.239002,0.191385,0.143769,0.137586,0.132391,0.122236,0.102190
9,7,0.118106,0.118106,0.118106,0.108826,0.099546,0.117849,0.135845,0.172807,0.209769,0.285030,0.360290,0.445164,0.478167,0.453761,0.609601,0.611040,0.516399,0.513956,0.483793,0.235013,0.160715,0.118506,0.076298,0.122723,0.169149,0.291808,0.414466,0.526316,0.625412,0.703307,0.728774,0.687612,0.652269,0.616925,0.519145,0.421366,0.449006,0.299487,0.254760,0.210033,0.165306,0.120579,0.099454,0.132391,0.122236,0.102190
10,35,0.005977,0.007483,0.008989,0.018993,0.028997,-0.046176,-0.011503,-0.001407,0.008688,0.018784,0.011716,-0.010404,0.038213,0.058226,0.058017,0.016727,-0.023057,0.001165,-0.045793,-0.017397,0.014602,0.000170,-0.014261,-0.002834,0.008592,0.020019,0.031445,-0.005658,0.022694,0.076700,0.072243,0.064869,0.053104,0.041339,0.029574,0.022729,-0.001856,0.017627,0.009052,0.000477,0.008006,0.015535,0.004324,0.016132,0.027940,0.003206
11,35,-0.039687,-0.025715,-0.011743,-0.029634,-0.047526,-0.026672,-0.034729,-0.026131,-0.017532,-0.008934,0.011716,-0.033534,-0.043480,0.004738,-0.006812,0.046390,-0.022127,-0.017375,-0.012622,0.029917,0.035836,-0.022135,-0.080106,-0.054335,-0.028564,-0.002793,0.031445,-0.013020,0.009554,0.032128,0.023415,0.038900,0.054385,0.036655,0.018924,0.017495,0.011180,-0.016074,-0.009089,-0.002103,-0.012848,-0.023592,0.002568,0.002797,-0.008504,-0.042089
11,36,0.020387,0.024886,0.029385,0.012658,-0.004069,-0.026672,0.026388,0.026481,0.026573,0.026665,0.026757,-0.033534,-0.004846,0.049124,0.031436,0.046390,0.025187,0.003985,-0.012622,0.040632,0.035836,-0.022951,-0.081738,-0.078139,-0.074540,-0.034097,0.006346,-0.013020,0.019995,0.053010,0.016577,0.017844,-0.001505,0.008710,0.018924,0.003118,0.005434,0.023856,-0.022431,-0.002103,0.008328,0.018759,0.002568,0.038823,-0.008504,0.002155
11,37,0.020387,0.024886,0.029385,0.012658,-0.004069,-0.026672,0.026388,0.026481,0.026573,0.026665,0.026757,-0.033534,-0.004846,0.049124,0.031436,0.046390,0.025187,0.003985,-0.012622,0.040632,0.035836,-0.022951,-0.081738,-0.078139,-0.074540,-0.034097,0.006346,-0.013020,0.019995,0.053010,0.016577,0.017844,-0.001505,0.008710,0.018924,0.003118,0.005434,0.023856,-0.022431,-0.002103,0.008328,0.018759,0.002568,0.038823,-0.008504,0.002155
12,2,0.120910,0.120910,0.120910,0.114606,0.108302,0.110036,0.122557,0.164450,0.172210,0.220055,0.267901,0.359710,0.419049,0.371263,0.440615,0.443153,0.497223,0.496387,0.468936,0.207170,0.151355,0.133546,0.115737,0.158634,0.201532,0.349533,0.497534,0.534256,0.628632,0.637472,0.668979,0.571587,0.550393,0.529199,0.505697,0.387249,0.360703,0.301990,0.243278,0.220257,0.197237,0.174216,0.151195,0.128175,0.129966,0.132836
12,3,0.120910,0.120910,0.120910,0.114606,0.108302,0.110036,0.122557,0.164450,0.172210,0.220055,0.267901,0.359710,0.419049,0.371263,0.440615,0.443153,0.497223,0.496387,0.468936,0.207170,0.151355,0.133546,0.115737,0.158634,0.201532,0.349533,0.497534,0.534256,0.628632,0.637472,0.668979,0.571587,0.550393,0.529199,0.505697,0.387249,0.360703,0.301990,0.243278,0.220257,0.197237,0.174216,0.151195,0.128175,0.129966,0.132836
12,38,0.035961,-0.003920,0.029385,0.032865,0.036345,0.024525,-0.026689,-0.050216,-0.073744,-0.020330,0.033084,-0.012155,-0.007401,-0.000962,-0.075007,-0.026827,-0.064643,0.005018,-0.027492,-0.026660,-0.015412,-0.039923,-0.064434,-0.088338,-0.112242,-0.098435,-0.084627,0.016127,-0.055263,0.004723,-0.021112,-0.050899,-0.039100,-0.027300,-0.015501,0.010756,0.037013,0.063270,0.052753,0.042235,0.035614,0.028992,0.031390,0.037876,0.020237,0.029554
12,39,0.035961,-0.003920,0.029385,0.032865,0.036345,0.024525,-0.026689,-0.050216,-0.073744,-0.020330,0.033084,-0.012155,-0.007401,-0.000962,-0.075007,-0.026827,-0.064643,0.005018,-0.027492,-0.026660,-0.015412,-0.039923,-0.064434,-0.088338,-0.112242,-0.098435,-0.084627,0.016127,-0.055263,0.004723,-0.021112,-0.050899,-0.039100,-0.027300,-0.015501,0.010756,0.037013,0.063270,0.052753,0.042235,0.035614,0.028992,0.031390,0.037876,0.020237,0.029554
12,40,0.025192,0.017899,0.010605,0.003312,-0.003981,0.001154,-0.026689,-0.049450,-0.072212,-0.036993,-0.001774,-0.005583,-0.048616,-0.000962,0.034262,0.037777,0.011375,0.005018,-0.027492,0.017734,-0.027130,-0.045782,-0.064434,-0.041268,-0.018103,0.005062,0.028227,0.016127,0.052566,0.110349,0.062605,0.034391,0.039521,0.025834,0.012147,-0.021197,0.065470,0.063270,0.059676,0.056082,0.052487,0.048893,0.017477,0.045524,-0.018061,-0.002973
13,2,0.125234,0.125234,0.125234,0.121014,0.116795,0.119645,0.142523,0.181197,0.186132,0.246576,0.307020,0.389872,0.430510,0.432929,0.524057,0.549839,0.571824,0.497813,0.490898,0.220049,0.151215,0.167781,0.184348,0.200914,0.217480,0.307003,0.396526,0.485367,0.656919,0.605552,0.669945,0.670912,0.600055,0.529199,0.470071,0.394805,0.382730,0.261560,0.238078,0.221174,0.204270,0.187366,0.170462,0.153558,0.124395,0.103109
13,3,0.132957,0.132957,0.132957,0.128514,0.124071,0.151614,0.204918,0.215273,0.205928,0.280855,0.355783,0.434179,0.479762,0.421455,0.630398,0.521784,0.554202,0.524484,0.490898,0.232497,0.147202,0.134422,0.121641,0.169561,0.217480,0.331543,0.445606,0.598618,0.693112,0.683358,0.678868,0.595438,0.590530,0.585622,0.553030,0.395527,0.388153,0.261560,0.271472,0.241379,0.211285,0.181191,0.151097,0.121003,0.112578,0.095316
13,4,0.206963,0.206963,0.206963,0.192320,0.177677,0.151614,0.248121,0.215273,0.282082,0.318933,0.355783,0.510772,0.520815,0.426353,0.630398,0.521960,0.539950,0.512950,0.529356,0.192447,0.147202,0.137564,0.127926,0.175060,0.222194,0.348273,0.474352,0.558438,0.669831,0.685662,0.678868,0.674478,0.676073,0.677667,0.540712,0.411937,0.447375,0.276897,0.302800,0.270155,0.237511,0.204866,0.172222,0.139578,0.112578,0.095316
13,5,0.206963,0.206963,0.206963,0.192320,0.177677,0.151614,0.248121,0.215273,0.282082,0.318933,0.355783,0.510772,0.520815,0.426353,0.630398,0.521960,0.539950,0.512950,0.529356,0.192447,0.147202,0.137564,0.127926,0.175060,0.222194,0.348273,0.474352,0.558438,0.669831,0.685662,0.678868,0.674478,0.676073,0.677667,0.540712,0.411937,0.447375,0.276897,0.302800,0.270155,0.237511,0.204866,0.172222,0.139578,0.112578,0.095316
14,4,0.206963,0.206963,0.206963,0.211036,0.215108,0.141993,0.207680,0.273732,0.296970,0.374612,0.452253,0.409772,0.484311,0.450596,0.658274,0.521960,0.550050,0.529766,0.529356,0.186703,0.128675,0.133953,0.139231,0.184113,0.228994,0.365598,0.502202,0.589886,0.666354,0.654424,0.642494,0.715405,0.681054,0.646703,0.592412,0.419579,0.406321,0.282873,0.304272,0.241975,0.179679,0.117382,0.119921,0.129776,0.118332,0.119245
14,5,0.263167,0.263167,0.263167,0.255798,0.248428,0.167239,0.311484,0.273732,0.305663,0.378958,0.452253,0.461703,0.544457,0.461608,0.658274,0.495185,0.561653,0.529766,0.543156,0.180034,0.158138,0.139731,0.121324,0.175444,0.229564,0.365883,0.502202,0.668169,0.666354,0.837338,0.776371,0.715405,0.664384,0.613363,0.649348,0.468558,0.477810,0.340363,0.304272,0.238002,0.171731,0.105461,0.117618,0.129776,0.124553,0.119331
14,48,-0.007126,-0.054265,0.013135,-0.004815,-0.022766,-0.040716,-0.038455,-0.034683,-0.030912,0.056419,0.038694,0.035467,0.059910,0.027348,0.007676,-0.005860,-0.005795,0.044863,-0.025071,-0.014087,-0.003103,-0.004075,-0.005048,0.007800,0.020648,0.033496,0.046344,0.017215,0.027240,0.039966,0.003115,0.016164,0.054284,0.037875,0.021465,0.016322,0.011178,0.006034,-0.064118,-0.047175,-0.037973,-0.028772,-0.043615,-0.032872,-0.057441,-0.063664
14,49,-0.047851,-0.058177,-0.060673,-0.060221,-0.059768,-0.097820,-0.021868,-0.013631,-0.005394,0.002842,0.037954,0.035467,0.043208,-0.003966,-0.000295,0.003376,0.038978,0.047298,-0.025071,0.001592,0.028255,0.011604,-0.005048,-0.020377,0.001586,0.023550,0.045513,0.124392,0.001950,0.019848,0.088355,0.005149,0.041286,0.031376,0.021465,0.014681,0.007896,-0.013567,-0.064118,-0.057344,-0.059189,-0.061035,-0.078293,-0.032872,-0.068330,-0.028799
14,52,-0.070796,-0.070796,-0.049620,-0.024149,0.001321,0.021621,-0.017449,0.007267,0.031982,0.050624,0.069266,0.023552,0.018107,0.016212,0.015382,0.014553,0.013724,0.041772,0.023672,0.018760,0.003129,0.012100,-0.021783,0.014684,-0.022680,0.011067,0.044813,0.048885,0.052957,0.057028,0.093021,0.073463,0.053905,0.082895,0.010932,0.014248,0.017564,0.020881,-0.031410,-0.020735,-0.026821,-0.032907,-0.060188,-0.033070,-0.057265,-0.055878
15,2,0.095840,0.106146,0.116451,0.109197,0.101943,0.108765,0.140538,0.146087,0.116942,0.166073,0.215204,0.279503,0.255460,0.315963,0.438853,0.306737,0.337184,0.333183,0.363504,0.149830,0.111636,0.140502,0.169368,0.190101,0.210833,0.245320,0.279806,0.416499,0.515797,0.515258,0.514718,0.340515,0.353455,0.366396,0.330864,0.222334,0.264567,0.189365,0.169673,0.149981,0.130289,0.110597,0.106533,0.102470,0.115926,0.102052
15,3,0.150553,0.157252,0.163951,0.164836,0.165721,0.142241,0.170582,0.146087,0.214770,0.275894,0.337018,0.396584,0.435061,0.315963,0.438853,0.501026,0.480189,0.454782,0.363504,0.205231,0.137772,0.156037,0.174303,0.192568,0.210833,0.353852,0.496871,0.393599,0.515797,0.630701,0.651194,0.630576,0.524081,0.417585,0.559641,0.299356,0.364580,0.189365,0.180213,0.165676,0.151138,0.136601,0.143926,0.165555,0.156724,0.141811
15,4,0.150553,0.157252,0.163951,0.153943,0.143935,0.122785,0.207680,0.176120,0.212389,0.274704,0.337018,0.449757,0.485873,0.467318,0.709125,0.543369,0.550050,0.591586,0.538670,0.205231,0.153579,0.176286,0.198993,0.221700,0.244406,0.378104,0.511801,0.592244,0.666354,0.701990,0.737626,0.713624,0.646580,0.579535,0.559641,0.465806,0.364580,0.290896,0.269627,0.223875,0.178123,0.132371,0.150008,0.162790,0.156724,0.160101
15,8,0.093291,0.093291,0.093291,0.091109,0.088927,0.089569,0.107759,0.145692,0.162670,0.263879,0.264762,0.398667,0.516911,0.583644,0.650377,0.478453,0.468788,0.454895,0.494643,0.171647,0.117611,0.144572,0.171533,0.198493,0.225454,0.370433,0.515413,0.547265,0.648672,0.756399,0.733177,0.711629,0.655288,0.598948,0.592206,0.390933,0.390132,0.302625,0.216129,0.183265,0.150400,0.117536,0.118137,0.195864,0.168900,0.168900
15,9,0.095137,0.095137,0.095137,0.083837,0.072537,0.089569,0.127301,0.145692,0.159334,0.263879,0.264762,0.394464,0.506505,0.585807,0.665109,0.490001,0.485531,0.462149,0.489773,0.173141,0.122868,0.133036,0.143205,0.153373,0.217949,0.350456,0.482964,0.530300,0.633805,0.760831,0.747908,0.711629,0.659671,0.607714,0.592206,0.400225,0.334147,0.268068,0.201989,0.180605,0.159220,0.137836,0.120361,0.140449,0.151742,0.151742
15,10,0.095137,0.095137,0.095137,0.083837,0.072537,0.089569,0.127301,0.145692,0.159334,0.263879,0.264762,0.394464,0.506505,0.585807,0.665109,0.490001,0.485531,0.462149,0.489773,0.173141,0.122868,0.133036,0.143205,0.153373,0.217949,0.350456,0.482964,0.530300,0.633805,0.760831,0.747908,0.711629,0.659671,0.607714,0.592206,0.400225,0.334147,0.268068,0.201989,0.180605,0.159220,0.137836,0.120361,0.140449,0.151742,0.151742
15,11,0.115468,0.115468,0.115468,0.099680,0.083892,0.103548,0.138999,0.148991,0.181809,0.263879,0.287627,0.422482,0.457100,0.561105,0.665109,0.495717,0.500462,0.465035,0.483238,0.185045,0.132608,0.143304,0.154000,0.164696,0.235037,0.355535,0.476034,0.474762,0.657071,0.760831,0.747908,0.682888,0.614362,0.545835,0.572717,0.401166,0.334774,0.268381,0.201989,0.173204,0.144418,0.115633,0.120361,0.140449,0.151742,0.151742
15,12,0.093390,0.093390,0.093390,0.089153,0.084915,0.095364,0.138999,0.148991,0.161545,0.215617,0.269689,0.394392,0.426147,0.464212,0.675168,0.494610,0.496128,0.474508,0.489069,0.206313,0.130956,0.132082,0.133207,0.134332,0.235037,0.359653,0.484269,0.474762,0.657071,0.766015,0.704587,0.271323,0.408579,0.545835,0.572717,0.401166,0.355221,0.309276,0.263331,0.217386,0.171441,0.125496,0.144698,0.161847,0.142370,0.144502
15,13,0.093390,0.093390,0.093390,0.080652,0.067914,0.088910,0.119950,0.144088,0.174007,0.222581,0.271155,0.405396,0.473994,0.464212,0.675168,0.491307,0.543496,0.462574,0.489069,0.178646,0.130956,0.132082,0.133207,0.134332,0.223468,0.359756,0.496044,0.413357,0.658727,0.766015,0.905148,0.777439,0.649731,0.522022,0.607807,0.441899,0.412375,0.349816,0.287258,0.224699,0.162141,0.099582,0.108988,0.124314,0.127915,0.119202
15,49,-0.047851,-0.080332,-0.060673,-0.068742,-0.076810,-0.097820,-0.021868,-0.004220,0.013427,0.019530,0.025632,0.029352,0.033071,0.050276,0.051110,0.051945,0.038978,0.047319,0.024455,0.008624,0.027148,0.019949,0.012751,0.016107,0.019463,0.022820,0.026176,0.129835,0.028569,0.037217,0.088355,0.120557,0.152759,0.084355,0.015952,-0.006594,0.021139,0.019320,-0.017484,-0.054287,-0.057875,-0.061462,-0.051014,-0.022002,-0.040994,-0.062071
15,50,-0.047851,-0.090216,-0.060673,-0.077393,-0.094113,-0.057783,-0.021868,-0.011153,-0.000439,0.013610,0.027659,0.006598,-0.067651,0.027839,0.051403,0.074968,0.015467,0.047319,-0.014546,-0.007545,-0.005509,0.012100,-0.002966,-0.018032,-0.033098,-0.003461,0.026176,0.134951,0.141746,0.148542,0.080455,-0.011955,0.048361,0.023913,-0.000535,-0.006594,0.012348,0.014990,-0.101146,-0.054195,-0.056611,-0.059027,-0.051014,-0.022308,-0.045722,-0.058626
15,51,-0.078347,-0.099086,-0.060673,-0.072168,-0.083663,-0.056205,-0.000555,0.009821,0.020196,0.044731,0.069266,0.006598,-0.046210,0.027839,0.022230,0.016621,0.015467,0.066295,0.026481,0.009874,-0.001181,0.012100,-0.002966,-0.018032,-0.033098,-0.003461,0.026176,0.134951,0.141746,0.148542,0.080455,0.064392,0.048329,0.032266,0.016203,0.000930,-0.008768,-0.018467,-0.063399,-0.054195,-0.056611,-0.059027,-0.070078,-0.030991,-0.052346,-0.043300
15,52,-0.050915,-0.099542,-0.028679,-0.039812,-0.050945,-0.056205,0.012028,0.024006,0.035983,0.052625,0.069266,0.016787,-0.018615,0.003643,0.019072,0.034500,0.024672,0.066295,0.026481,0.033197,0.027122,0.012100,0.000506,-0.011087,-0.022680,-0.008229,0.006222,0.030317,0.054412,0.171639,0.117195,0.014573,0.100923,0.076584,0.035432,-0.005719,0.011166,0.028051,-0.063399,-0.063788,-0.061976,-0.060164,-0.070078,-0.033070,-0.052346,-0.058320
16,1,0.190833,0.178385,0.165937,0.163990,0.162044,0.141286,0.132206,0.154693,0.177180,0.225189,0.273199,0.300475,0.363765,0.368769,0.438853,0.412403,0.436337,0.393171,0.458543,0.200817,0.169739,0.189867,0.209995,0.230124,0.250252,0.343152,0.436052,0.546968,0.515797,0.620191,0.549360,0.478528,0.465603,0.452678,0.403144,0.277176,0.274419,0.194976,0.181128,0.167280,0.153431,0.139583,0.175701,0.164930,0.153793,0.153965
16,2,0.181833,0.176295,0.170756,0.168239,0.165721,0.172500,0.185538,0.209309,0.233080,0.284740,0.336401,0.396584,0.444046,0.368769,0.548205,0.463589,0.468649,0.483094,0.458543,0.210546,0.150160,0.148532,0.146903,0.198578,0.250252,0.383072,0.515893,0.393599,0.515797,0.682165,0.651194,0.635068,0.593726,0.552383,0.552234,0.296551,0.296583,0.194976,0.180382,0.165789,0.151195,0.136601,0.150842,0.153624,0.137915,0.147477
16,3,0.181833,0.171085,0.160337,0.145097,0.129858,0.122828,0.163179,0.179035,0.194891,0.265646,0.336401,0.427078,0.485873,0.441813,0.709125,0.552235,0.617313,0.552398,0.519605,0.266961,0.153925,0.177915,0.201905,0.225895,0.249884,0.382889,0.515893,0.607966,0.700038,0.698394,0.753737,0.701651,0.664196,0.626740,0.552234,0.433487,0.296583,0.283504,0.251772,0.220040,0.188308,0.156576,0.151135,0.153624,0.137915,0.150216
16,4,0.181833,0.171085,0.160337,0.145097,0.129858,0.122828,0.163179,0.179035,0.194891,0.265646,0.336401,0.427078,0.485873,0.441813,0.709125,0.552235,0.617313,0.552398,0.519605,0.266961,0.153925,0.177915,0.201905,0.225895,0.249884,0.382889,0.515893,0.607966,0.700038,0.698394,0.753737,0.701651,0.664196,0.626740,0.552234,0.433487,0.296583,0.283504,0.251772,0.220040,0.188308,0.156576,0.151135,0.153624,0.137915,0.150216
16,8,0.093291,0.093291,0.093291,0.086110,0.078930,0.087960,0.107759,0.141645,0.160831,0.263879,0.253385,0.385920,0.423323,0.428113,0.635757,0.487463,0.493324,0.541963,0.494643,0.206915,0.144252,0.164553,0.184853,0.205153,0.225454,0.347068,0.468682,0.616975,0.651428,0.772325,0.798215,0.715415,0.691830,0.668245,0.619588,0.460388,0.456256,0.302625,0.259839,0.217053,0.174268,0.131482,0.168022,0.183693,0.150815,0.120640
16,9,0.095135,0.095135,0.095135,0.083836,0.072537,0.087960,0.131256,0.141645,0.159334,0.263879,0.285227,0.394464,0.444341,0.454068,0.659027,0.506465,0.521208,0.448192,0.483238,0.194805,0.128681,0.142824,0.156967,0.171110,0.246888,0.380442,0.513995,0.616975,0.633805,0.750714,0.716795,0.715415,0.699377,0.683338,0.619588,0.464137,0.411529,0.358922,0.306314,0.253706,0.201098,0.148491,0.168022,0.169387,0.174993,0.174993
16,10,0.110303,0.110303,0.110303,0.098966,0.087630,0.112507,0.142881,0.145451,0.176778,0.270765,0.285227,0.415758,0.457100,0.473253,0.659027,0.515156,0.534570,0.452649,0.483238,0.164015,0.125522,0.146778,0.168034,0.189290,0.244625,0.367781,0.490938,0.474762,0.661525,0.750714,0.716795,0.705644,0.650676,0.595708,0.592128,0.464137,0.406053,0.347969,0.289885,0.231801,0.173717,0.115633,0.147397,0.169387,0.174993,0.174993
16,11,0.105995,0.105995,0.105995,0.097352,0.088709,0.109586,0.142881,0.157453,0.178571,0.270765,0.304398,0.424002,0.443316,0.473253,0.684587,0.480353,0.496128,0.469482,0.512366,0.196968,0.136186,0.153887,0.171588,0.189290,0.244625,0.371695,0.498765,0.506011,0.661525,0.758014,0.732234,0.715148,0.655428,0.595708,0.592128,0.421976,0.372796,0.323616,0.274435,0.225255,0.176074,0.126894,0.136921,0.145224,0.129122,0.107484
16,12,0.105995,0.105995,0.105995,0.097023,0.088051,0.111059,0.137874,0.149269,0.196620,0.270765,0.298704,0.424002,0.491689,0.475606,0.684587,0.491049,0.507679,0.474530,0.512366,0.184858,0.136186,0.140965,0.145744,0.150522,0.223468,0.368130,0.512793,0.492357,0.667961,0.758014,0.732234,0.723838,0.625630,0.527422,0.607807,0.455536,0.430478,0.364992,0.299506,0.234020,0.168535,0.103049,0.111590,0.123572,0.116733,0.116733
16,13,0.105995,0.105995,0.105995,0.097023,0.088051,0.111059,0.137874,0.149269,0.196620,0.270765,0.298704,0.424002,0.491689,0.475606,0.684587,0.491049,0.507679,0.474530,0.512366,0.184858,0.136186,0.140965,0.145744,0.150522,0.223468,0.368130,0.512793,0.492357,0.667961,0.758014,0.732234,0.723838,0.625630,0.527422,0.607807,0.455536,0.430478,0.364992,0.299506,0.234020,0.168535,0.103049,0.111590,0.123572,0.116733,0.116733
16,14,0.110361,0.110361,0.110361,0.102503,0.094646,0.111059,0.138237,0.149269,0.196620,0.251457,0.306293,0.413028,0.422661,0.465833,0.632666,0.491502,0.504102,0.474530,0.518856,0.183570,0.130037,0.147596,0.165155,0.182714,0.229901,0.371347,0.512793,0.505282,0.667961,0.778829,0.719630,0.723838,0.612054,0.500269,0.600944,0.425335,0.430478,0.365904,0.301330,0.236757,0.172183,0.107610,0.117001,0.124126,0.116733,0.116733
16,51,-0.057054,-0.082307,-0.013041,-0.020400,-0.027758,-0.019952,-0.007991,-0.000144,0.007704,0.021961,0.036219,0.006598,-0.029772,0.000684,0.031141,0.038697,0.046254,0.053811,0.026481,0.008994,-0.005509,-0.024901,-0.044293,-0.018748,-0.025011,0.033785,0.092581,0.111234,0.129888,0.148542,0.149100,-0.004684,0.048361,0.035134,0.016203,0.027891,0.018699,-0.014144,-0.046988,-0.040010,-0.057827,-0.075645,-0.070078,-0.048257,-0.081665,-0.091325
16,52,-0.057054,-0.049730,-0.042406,-0.035082,-0.027758,-0.019952,-0.003146,-0.005736,-0.008326,0.013947,0.036219,0.033216,-0.027554,0.038054,0.035428,0.011440,0.009000,0.053811,0.026481,0.026119,0.047769,0.008548,-0.030673,-0.018748,-0.025011,-0.009394,0.006222,0.027461,0.048699,0.211918,0.134890,-0.004684,0.136398,0.035134,0.016203,-0.026879,-0.023757,-0.020635,-0.046988,-0.076946,-0.079643,-0.082341,-0.070078,-0.045485,-0.081665,-0.081665
17,1,0.238864,0.250887,0.262911,0.210357,0.157803,0.215382,0.253730,0.260698,0.306802,0.354657,0.402512,0.423758,0.467306,0.445420,0.548205,0.525318,0.551573,0.573223,0.574837,0.206998,0.180867,0.186322,0.191778,0.222855,0.253932,0.410142,0.566352,0.533896,0.628033,0.624898,0.632318,0.639737,0.576377,0.513017,0.515158,0.346631,0.326997,0.251874,0.222668,0.193462,0.164256,0.135050,0.167171,0.171184,0.169359,0.151691
17,2,0.215300,0.239105,0.262911,0.253393,0.243876,0.227248,0.188093,0.254693,0.249332,0.325922,0.402512,0.459452,0.594576,0.477687,0.548205,0.550784,0.468649,0.601392,0.574837,0.228878,0.172280,0.172347,0.172414,0.213173,0.253932,0.397614,0.541297,0.562627,0.628033,0.644378,0.660723,0.677069,0.622032,0.566995,0.579399,0.288573,0.251972,0.137988,0.137012,0.136035,0.135059,0.134083,0.130462,0.137313,0.137915,0.127907
17,3,0.215300,0.184368,0.153436,0.140821,0.128205,0.227248,0.188093,0.185256,0.197072,0.268632,0.340192,0.493902,0.451942,0.558765,0.661878,0.500087,0.569665,0.576384,0.519605,0.227589,0.129093,0.163271,0.197450,0.231628,0.265807,0.403552,0.541297,0.616221,0.664869,0.645533,0.626197,0.606861,0.620016,0.633170,0.579399,0.417416,0.432129,0.211929,0.191262,0.170595,0.149928,0.129261,0.128132,0.137313,0.142868,0.127907
17,8,0.092309,0.092309,0.092309,0.082838,0.073367,0.089097,0.123571,0.158198,0.168857,0.245008,0.252573,0.369475,0.384012,0.413613,0.593118,0.425986,0.431420,0.518888,0.489804,0.191226,0.149289,0.168608,0.187927,0.207246,0.226565,0.366581,0.506597,0.579012,0.651428,0.721733,0.759343,0.702100,0.686947,0.671794,0.602245,0.445261,0.415973,0.324351,0.276687,0.229023,0.181359,0.133696,0.172929,0.185281,0.151319,0.115316
17,11,0.113404,0.113404,0.113404,0.101574,0.089744,0.112153,0.146675,0.162787,0.190854,0.266209,0.305276,0.427257,0.494642,0.475606,0.684587,0.531682,0.560220,0.517319,0.529475,0.182030,0.125587,0.154099,0.182611,0.211123,0.239635,0.396739,0.553842,0.618102,0.681581,0.693734,0.699335,0.661655,0.649570,0.637485,0.614955,0.456408,0.403573,0.350739,0.297904,0.245070,0.192235,0.139401,0.128305,0.130468,0.116646,0.107484
