row,col,EVI_1,EVI_2,EVI_3,EVI_4,EVI_5,EVI_6,EVI_7,EVI_8,EVI_9,EVI_10,EVI_11,EVI_12,EVI_13,EVI_14,EVI_15,EVI_16,EVI_17,EVI_18,EVI_19,EVI_20,EVI_21,EVI_22,EVI_23,EVI_24,EVI_25,EVI_26,EVI_27,EVI_28,EVI_29,EVI_30,EVI_31,EVI_32,EVI_33,EVI_34,EVI_35,EVI_36,EVI_37,EVI_38,EVI_39,EVI_40,EVI_41,EVI_42,EVI_43,EVI_44,EVI_45,EVI_46
23,44,0.265743,0.249296,0.232848,0.199780,0.166712,0.265523,0.233079,0.294824,0.356570,0.340141,0.323713,0.355592,0.412417,0.520847,0.475632,0.441057,0.524922,0.431081,0.376504,0.213135,0.171527,0.055009,0.116097,0.168240,0.220384,0.360762,0.501141,0.563620,0.626099,0.715230,0.718444,0.541303,0.535749,0.530196,0.663851,0.349404,0.424908,0.333751,0.242595,0.151438,0.152129,0.152819,0.148446,0.153702,0.147542,0.155615
23,45,0.123165,0.124081,0.124996,0.145854,0.166712,0.106613,0.124553,0.157447,0.208673,0.244236,0.279799,0.416153,0.412417,0.427081,0.609931,0.432321,0.575101,0.563603,0.391891,0.241709,0.165903,0.068288,0.136154,0.173632,0.211109,0.323111,0.435113,0.530606,0.626099,0.715230,0.695737,0.756638,0.662078,0.567518,0.685042,0.463078,0.424908,0.341923,0.258938,0.224430,0.189923,0.155416,0.138350,0.152860,0.144086,0.144086
24,3,0.126347,0.126347,0.126347,0.124179,0.122012,0.129601,0.158126,0.186650,0.181737,0.287184,0.295324,0.404498,0.418790,0.454688,0.595141,0.541583,0.473243,0.404040,0.512696,0.212482,0.155531,0.170269,0.185007,0.199746,0.214484,0.370169,0.525854,0.502671,0.586139,0.654831,0.663883,0.672935,0.601042,0.529148,0.516126,0.405954,0.341420,0.290934,0.240448,0.201209,0.161970,0.122731,0.131290,0.161917,0.141905,0.147355
24,4,0.121509,0.121509,0.121509,0.072699,0.114417,0.129601,0.150342,0.158169,0.197122,0.287184,0.280525,0.404498,0.380107,0.420728,0.549423,0.524592,0.438611,0.462455,0.460323,0.201346,0.155531,0.170269,0.185007,0.199746,0.214484,0.324245,0.434007,0.469357,0.572660,0.640690,0.731314,0.618541,0.534360,0.450180,0.516126,0.378833,0.390344,0.315396,0.240448,0.203489,0.166530,0.129571,0.131047,0.143791,0.141905,0.131718
24,5,0.121509,0.121509,0.121509,0.072699,0.114417,0.129601,0.150342,0.158169,0.197122,0.287184,0.280525,0.404498,0.380107,0.420728,0.549423,0.524592,0.438611,0.462455,0.460323,0.201346,0.155531,0.170269,0.185007,0.199746,0.214484,0.324245,0.434007,0.469357,0.572660,0.640690,0.731314,0.618541,0.534360,0.450180,0.516126,0.378833,0.390344,0.315396,0.240448,0.203489,0.166530,0.129571,0.131047,0.143791,0.141905,0.131718
24,6,0.072699,0.072699,0.072699,0.072699,0.116995,0.111354,0.139584,0.158169,0.167720,0.208194,0.248667,0.364824,0.380107,0.401510,0.529990,0.517253,0.407048,0.384030,0.460323,0.177826,0.168528,0.174550,0.180573,0.186595,0.192617,0.236120,0.279622,0.469357,0.506594,0.558810,0.588676,0.618541,0.576065,0.533589,0.491113,0.264257,0.360237,0.268977,0.216886,0.183309,0.149732,0.116154,0.137546,0.163706,0.145218,0.135577
24,9,0.111352,0.111352,0.111352,0.111352,0.111352,0.118251,0.150595,0.161735,0.196128,0.254419,0.312710,0.416772,0.473634,0.473151,0.633696,0.621567,0.603330,0.517720,0.558849,0.222912,0.180952,0.175075,0.169197,0.210772,0.252346,0.378679,0.505012,0.606430,0.654459,0.744823,0.743243,0.717064,0.636300,0.555537,0.609176,0.467771,0.443942,0.325787,0.265104,0.231332,0.197560,0.163789,0.154395,0.167441,0.167441,0.167441
24,10,0.099458,0.099458,0.099458,0.099458,0.099458,0.111519,0.147799,0.161735,0.196128,0.254419,0.312710,0.414397,0.572671,0.473151,0.660337,0.618122,0.621506,0.496715,0.560578,0.254631,0.167849,0.164877,0.161905,0.207125,0.252346,0.388298,0.524250,0.606430,0.654459,0.710559,0.735333,0.754153,0.669344,0.584534,0.609176,0.454113,0.449963,0.325787,0.265104,0.223212,0.181320,0.139428,0.137292,0.155860,0.141518,0.141518
24,11,0.106572,0.106572,0.106572,0.103371,0.100170,0.131477,0.140220,0.173885,0.189316,0.240172,0.291028,0.414397,0.572671,0.605365,0.638060,0.618122,0.531016,0.460193,0.556648,0.237131,0.167849,0.158610,0.149371,0.197308,0.245245,0.377394,0.509544,0.631898,0.667610,0.691118,0.741636,0.754153,0.706117,0.658080,0.610044,0.454113,0.450410,0.297060,0.281115,0.229134,0.177154,0.125174,0.127533,0.131087,0.141518,0.147645
24,12,0.141235,0.141235,0.141235,0.153014,0.164792,0.131477,0.181485,0.173885,0.209592,0.276363,0.343134,0.444081,0.426630,0.528486,0.630343,0.612019,0.540443,0.485370,0.556648,0.218320,0.170770,0.168853,0.166936,0.211938,0.256940,0.383242,0.509544,0.631898,0.653816,0.777332,0.741636,0.737368,0.720424,0.703481,0.686538,0.457659,0.445761,0.344219,0.281115,0.229225,0.177336,0.125447,0.123079,0.131087,0.113320,0.093987
24,13,0.123028,0.123028,0.123028,0.112063,0.101097,0.138686,0.167791,0.174634,0.209592,0.279970,0.350348,0.444081,0.505296,0.589825,0.674355,0.612019,0.567537,0.485370,0.567179,0.239355,0.167719,0.167327,0.166936,0.211938,0.256940,0.377172,0.497404,0.629124,0.653816,0.777332,0.744615,0.737368,0.720424,0.703481,0.686538,0.443905,0.382189,0.296715,0.308344,0.251836,0.195328,0.138820,0.154591,0.142882,0.146051,0.158951
24,14,0.123028,0.123028,0.123028,0.112063,0.101097,0.138686,0.167791,0.174634,0.209592,0.279970,0.350348,0.444081,0.505296,0.589825,0.674355,0.612019,0.567537,0.485370,0.567179,0.239355,0.167719,0.167327,0.166936,0.211938,0.256940,0.377172,0.497404,0.629124,0.653816,0.777332,0.744615,0.737368,0.720424,0.703481,0.686538,0.443905,0.382189,0.296715,0.308344,0.251836,0.195328,0.138820,0.154591,0.142882,0.146051,0.158951
24,15,0.109290,0.109290,0.109290,0.099507,0.089724,0.111388,0.147293,0.174634,0.212755,0.275823,0.338890,0.467732,0.586595,0.487376,0.674355,0.632836,0.569440,0.540367,0.567179,0.255755,0.167476,0.171973,0.176471,0.213340,0.250210,0.389083,0.527956,0.629124,0.687642,0.742826,0.723055,0.703285,0.673301,0.643317,0.613333,0.487059,0.427051,0.385994,0.261110,0.211337,0.161563,0.111790,0.154591,0.156701,0.146051,0.083855
24,19,0.283599,0.283599,0.283599,0.256945,0.230291,0.270856,0.309624,0.243065,0.319205,0.325438,0.331672,0.513438,0.445404,0.464200,0.606777,0.606644,0.503850,0.448289,0.349047,0.165469,0.111122,0.145224,0.179327,0.213719,0.248112,0.378859,0.509606,0.547842,0.654605,0.754813,0.753541,0.721576,0.687942,0.654309,0.620675,0.465007,0.444471,0.347432,0.250393,0.210118,0.169842,0.129567,0.149173,0.164219,0.154586,0.143803
24,20,0.217073,0.250336,0.283599,0.251681,0.219764,0.202700,0.309624,0.274796,0.280266,0.329733,0.379200,0.513438,0.487761,0.486873,0.656452,0.606644,0.506472,0.442958,0.349047,0.228010,0.165475,0.168381,0.171287,0.217227,0.263168,0.399346,0.535524,0.542944,0.607029,0.668320,0.672359,0.676397,0.640184,0.603971,0.567757,0.517476,0.467195,0.350309,0.233423,0.198805,0.164186,0.129567,0.141118,0.158894,0.142123,0.129590
24,21,0.233694,0.200025,0.166355,0.183561,0.200768,0.202700,0.201500,0.274796,0.290502,0.329557,0.368612,0.497458,0.505305,0.489761,0.656452,0.668646,0.502704,0.567836,0.393366,0.228010,0.165475,0.168157,0.170839,0.208099,0.245360,0.390442,0.535524,0.542944,0.661218,0.788441,0.737912,0.687384,0.657959,0.628534,0.599109,0.533152,0.467195,0.350309,0.233423,0.198138,0.162852,0.127566,0.126331,0.137299,0.142123,0.133717
24,22,0.233694,0.235351,0.237008,0.252346,0.267684,0.247996,0.274993,0.323653,0.290502,0.354758,0.419014,0.497458,0.505305,0.489761,0.666492,0.668646,0.502343,0.523707,0.393366,0.217677,0.176922,0.165672,0.154422,0.199891,0.245360,0.371783,0.498206,0.512255,0.661218,0.737937,0.726324,0.637128,0.624725,0.612322,0.599919,0.382464,0.492639,0.345576,0.198512,0.176863,0.155213,0.133563,0.141414,0.137299,0.151682,0.146190
24,23,0.233694,0.235351,0.237008,0.252346,0.267684,0.247996,0.274993,0.323653,0.290502,0.354758,0.419014,0.497458,0.505305,0.489761,0.666492,0.668646,0.502343,0.523707,0.393366,0.217677,0.176922,0.165672,0.154422,0.199891,0.245360,0.371783,0.498206,0.512255,0.661218,0.737937,0.726324,0.637128,0.624725,0.612322,0.599919,0.382464,0.492639,0.345576,0.198512,0.176863,0.155213,0.133563,0.141414,0.137299,0.151682,0.146190
24,24,0.270334,0.282540,0.294746,0.281215,0.267684,0.242165,0.321394,0.323653,0.350990,0.370530,0.390071,0.450252,0.521855,0.483836,0.536033,0.605460,0.442940,0.568115,0.393366,0.197899,0.163873,0.159147,0.154422,0.202329,0.250235,0.377709,0.505183,0.512255,0.645341,0.737937,0.549605,0.530613,0.541670,0.552727,0.563783,0.382464,0.322137,0.261810,0.201484,0.141157,0.145279,0.149400,0.145007,0.167315,0.150338,0.148084
24,25,0.270334,0.214609,0.158884,0.188207,0.217531,0.144967,0.174234,0.192281,0.280593,0.335332,0.390071,0.450252,0.387269,0.454992,0.584616,0.663398,0.438475,0.373449,0.400967,0.206764,0.159662,0.161623,0.163583,0.206909,0.250235,0.351149,0.452063,0.382184,0.645341,0.684618,0.660145,0.637393,0.614640,0.591887,0.569134,0.268176,0.245969,0.223762,0.201555,0.179348,0.161885,0.144422,0.132644,0.159605,0.150338,0.117203
24,26,0.148944,0.149071,0.149197,0.134783,0.120368,0.144967,0.174234,0.192281,0.188796,0.235984,0.283172,0.406211,0.385101,0.560055,0.515101,0.517099,0.495298,0.370351,0.306107,0.183618,0.124001,0.141000,0.158000,0.200453,0.242906,0.362724,0.482543,0.382184,0.685443,0.684618,0.622338,0.623045,0.605075,0.587104,0.569134,0.399014,0.344097,0.289181,0.234264,0.179348,0.151912,0.124476,0.119150,0.138845,0.126425,0.117203
24,35,0.224112,0.224112,0.224112,0.148626,0.178813,0.237939,0.189817,0.261380,0.261331,0.308462,0.355592,0.494509,0.544468,0.520653,0.651176,0.595121,0.494425,0.505548,0.402503,0.209567,0.157255,0.088025,0.102534,0.117042,0.203417,0.360752,0.518087,0.626438,0.671116,0.758736,0.728707,0.698678,0.668650,0.638621,0.608593,0.388645,0.354149,0.319653,0.285158,0.240950,0.196742,0.152534,0.148733,0.133529,0.113112,0.167262
24,44,0.098590,0.098590,0.098590,0.091966,0.085342,0.088564,0.091731,0.122745,0.153758,0.200639,0.247520,0.355592,0.359107,0.514928,0.498425,0.485839,0.511067,0.435632,0.566523,0.275872,0.165579,0.054620,0.106345,0.158070,0.209795,0.365447,0.521098,0.610337,0.699576,0.719164,0.755397,0.678890,0.644207,0.609524,0.663851,0.474802,0.435276,0.348563,0.261849,0.175135,0.165687,0.156239,0.140258,0.146760,0.140975,0.158343
24,45,0.096781,0.096781,0.096781,0.091061,0.085342,0.072412,0.124178,0.157447,0.159832,0.200316,0.240800,0.331046,0.359107,0.401775,0.589575,0.475919,0.519262,0.482984,0.500897,0.276209,0.164135,0.068288,0.115895,0.163502,0.211109,0.362573,0.514036,0.575364,0.636692,0.719164,0.718683,0.678890,0.644207,0.609524,0.613605,0.465606,0.435276,0.362738,0.290200,0.244131,0.198063,0.151995,0.098866,0.146760,0.140975,0.140975
24,50,0.088328,0.088328,0.088328,0.095092,0.101856,0.106293,0.112120,0.143666,0.175213,0.208716,0.242219,0.299958,0.368861,0.333666,0.470233,0.566278,0.413362,0.368529,0.364469,0.260574,0.156260,0.153821,0.151381,0.183236,0.215091,0.297325,0.379560,0.440813,0.502065,0.647844,0.603957,0.528190,0.511480,0.494769,0.399627,0.276847,0.268912,0.232592,0.196271,0.117824,0.116421,0.115017,0.110808,0.141404,0.145861,0.150317
24,51,0.088328,0.088328,0.088328,0.095092,0.101856,0.106293,0.112120,0.143666,0.175213,0.208716,0.242219,0.299958,0.368861,0.333666,0.470233,0.566278,0.413362,0.368529,0.364469,0.260574,0.156260,0.153821,0.151381,0.183236,0.215091,0.297325,0.379560,0.440813,0.502065,0.647844,0.603957,0.528190,0.511480,0.494769,0.399627,0.276847,0.268912,0.232592,0.196271,0.117824,0.116421,0.115017,0.110808,0.141404,0.145861,0.150317
24,52,0.104915,0.104915,0.104915,0.103385,0.101856,0.114064,0.112120,0.149931,0.187742,0.234010,0.280278,0.333867,0.387602,0.437737,0.520482,0.451616,0.494868,0.450067,0.565223,0.232506,0.137342,0.143186,0.149029,0.176436,0.203842,0.322924,0.442005,0.524181,0.606357,0.647844,0.573269,0.528190,0.511480,0.494769,0.516410,0.408417,0.349480,0.269240,0.189001,0.136267,0.156768,0.177269,0.165829,0.141404,0.166376,0.191349
25,2,0.144485,0.144485,0.144485,0.140793,0.137100,0.145849,0.166249,0.186650,0.212383,0.317040,0.297002,0.429675,0.383710,0.446381,0.570096,0.533738,0.525824,0.460653,0.516960,0.219737,0.162805,0.184263,0.205722,0.224674,0.243625,0.325101,0.406576,0.502671,0.545071,0.654831,0.637020,0.619208,0.519816,0.420425,0.446413,0.277481,0.321678,0.286993,0.252308,0.217623,0.182938,0.148253,0.134889,0.166787,0.151010,0.137921
25,4,0.120616,0.120616,0.120616,0.067627,0.108731,0.124927,0.151742,0.164697,0.200086,0.268597,0.337108,0.437476,0.474891,0.487135,0.566183,0.624423,0.438611,0.463181,0.483446,0.210251,0.150292,0.167376,0.184459,0.201543,0.218627,0.339873,0.461120,0.544886,0.606330,0.654831,0.803978,0.678217,0.574843,0.471469,0.481614,0.447262,0.398484,0.343577,0.288669,0.233761,0.178853,0.123946,0.129764,0.137156,0.149221,0.121051
25,5,0.108685,0.108685,0.108685,0.067627,0.100621,0.109678,0.135815,0.164697,0.171009,0.227916,0.284823,0.423298,0.378162,0.430855,0.571573,0.532634,0.424573,0.422212,0.499709,0.224952,0.164403,0.177959,0.191515,0.205071,0.218627,0.346306,0.473986,0.544886,0.651857,0.700751,0.747047,0.618541,0.572899,0.527256,0.481614,0.437248,0.401517,0.315291,0.229066,0.200521,0.171976,0.143430,0.129764,0.163706,0.145218,0.125962
25,9,0.125237,0.125237,0.125237,0.118595,0.111953,0.118251,0.160757,0.161735,0.188399,0.228191,0.267984,0.410689,0.434486,0.473151,0.618056,0.590684,0.507827,0.449625,0.539703,0.225225,0.174106,0.170327,0.166549,0.210432,0.254315,0.360578,0.466841,0.606430,0.626628,0.725412,0.734435,0.697786,0.655673,0.613561,0.571448,0.405842,0.449531,0.288108,0.251576,0.215459,0.179342,0.143225,0.131063,0.157236,0.157236,0.157236
25,11,0.108072,0.108072,0.108072,0.106615,0.105157,0.151392,0.139119,0.204583,0.238602,0.257104,0.275607,0.399851,0.572671,0.473151,0.669855,0.584911,0.489450,0.518133,0.565854,0.226533,0.168611,0.160894,0.153178,0.199211,0.245245,0.383029,0.520814,0.621326,0.674803,0.753735,0.692428,0.712990,0.678675,0.644359,0.610044,0.422552,0.453970,0.281628,0.260883,0.215647,0.170410,0.125174,0.135270,0.127932,0.137788,0.147645
25,12,0.183559,0.183559,0.183559,0.186421,0.189283,0.151392,0.222245,0.204583,0.234506,0.287944,0.341382,0.432164,0.478015,0.480337,0.669855,0.614440,0.540443,0.527700,0.526863,0.231116,0.174395,0.166765,0.159136,0.210145,0.261155,0.390984,0.520814,0.621326,0.674803,0.750692,0.692141,0.737368,0.691307,0.645247,0.599186,0.451687,0.455610,0.319184,0.260883,0.212689,0.164495,0.116300,0.110801,0.127932,0.110959,0.093987
25,13,0.130172,0.130172,0.130172,0.115635,0.101097,0.168372,0.169860,0.181335,0.234506,0.281961,0.329416,0.444081,0.586595,0.480337,0.640884,0.614440,0.558065,0.527700,0.395786,0.221574,0.174395,0.174394,0.174392,0.217773,0.261155,0.379589,0.498024,0.574066,0.619725,0.733362,0.688118,0.737368,0.691307,0.645247,0.599186,0.393092,0.358945,0.291643,0.298322,0.240832,0.183342,0.125852,0.150854,0.141412,0.144996,0.148581
25,14,0.104250,0.104250,0.104250,0.093285,0.082320,0.110946,0.136248,0.181335,0.186643,0.228876,0.271110,0.415553,0.586595,0.608781,0.630967,0.584192,0.520575,0.518237,0.402767,0.215088,0.155715,0.163353,0.170991,0.207834,0.244678,0.383920,0.523163,0.574066,0.665376,0.739375,0.744615,0.737368,0.696821,0.656275,0.615728,0.463964,0.386812,0.268607,0.261110,0.218310,0.175510,0.132710,0.150854,0.168207,0.160819,0.153432
25,15,0.090719,0.090719,0.090719,0.090719,0.090719,0.104212,0.141115,0.154264,0.167702,0.229422,0.291141,0.415553,0.566181,0.604908,0.643635,0.584192,0.596658,0.503888,0.450645,0.273439,0.169467,0.170229,0.170991,0.207834,0.244678,0.375299,0.505920,0.645378,0.665376,0.765962,0.769745,0.752710,0.727019,0.701328,0.675637,0.455638,0.458836,0.268607,0.261110,0.217382,0.173654,0.129926,0.146131,0.144165,0.136553,0.146761
25,20,0.194846,0.211012,0.227178,0.223471,0.219764,0.153568,0.252767,0.200681,0.281276,0.362890,0.444504,0.377227,0.623031,0.455997,0.618225,0.557763,0.435033,0.422216,0.373189,0.172997,0.168832,0.174778,0.180725,0.214388,0.248050,0.381165,0.514279,0.551910,0.687664,0.727061,0.651164,0.575267,0.589334,0.603400,0.617466,0.491973,0.348483,0.289993,0.231504,0.196251,0.160998,0.125745,0.135363,0.145893,0.131169,0.129590
25,21,0.194846,0.174402,0.153958,0.158143,0.162329,0.153568,0.190095,0.200681,0.294138,0.337069,0.380000,0.541244,0.623031,0.455997,0.701038,0.633608,0.586340,0.555240,0.411189,0.221364,0.168832,0.168832,0.168832,0.206037,0.243242,0.378761,0.514279,0.551910,0.673401,0.727061,0.697362,0.667663,0.669575,0.671488,0.673400,0.502274,0.438952,0.376599,0.314246,0.251893,0.189540,0.127187,0.128027,0.135334,0.131169,0.118130
25,22,0.221183,0.219576,0.217968,0.254701,0.291434,0.247996,0.249992,0.323653,0.294138,0.363127,0.432117,0.541244,0.519663,0.483836,0.701038,0.605460,0.567507,0.528337,0.393366,0.221899,0.187482,0.171300,0.155118,0.199180,0.243242,0.378144,0.513045,0.512255,0.673401,0.788441,0.831740,0.681930,0.679087,0.676243,0.673400,0.487317,0.492639,0.407216,0.321792,0.259580,0.197368,0.135155,0.145898,0.135334,0.137268,0.135717
25,23,0.288868,0.278811,0.268755,0.280094,0.291434,0.315134,0.292455,0.323653,0.370396,0.398643,0.426890,0.527286,0.661053,0.483836,0.720702,0.618785,0.600142,0.491386,0.393366,0.217652,0.175238,0.165178,0.155118,0.202677,0.250235,0.375388,0.500541,0.512255,0.689937,0.804198,0.888222,0.652554,0.659502,0.666451,0.673400,0.487317,0.361037,0.318258,0.275478,0.232699,0.189919,0.147140,0.145898,0.163036,0.135856,0.149330
25,24,0.288868,0.242212,0.195557,0.229587,0.263616,0.150474,0.181335,0.206127,0.296651,0.361771,0.426890,0.527286,0.661053,0.454992,0.720702,0.579486,0.612344,0.518637,0.400967,0.240834,0.159662,0.156494,0.153326,0.201781,0.250235,0.383199,0.516163,0.507065,0.689937,0.804198,0.748129,0.650709,0.670502,0.690295,0.710088,0.305400,0.361037,0.289671,0.218305,0.193677,0.169050,0.144422,0.144691,0.139372,0.135856,0.102389
25,25,0.134034,0.125074,0.116113,0.108172,0.100231,0.150474,0.181335,0.206127,0.188796,0.245863,0.302929,0.471440,0.453054,0.560055,0.722736,0.607584,0.612344,0.547705,0.400967,0.183209,0.113871,0.133571,0.153270,0.208588,0.263905,0.400720,0.537535,0.507065,0.685443,0.744190,0.728135,0.712079,0.711415,0.710752,0.710088,0.468622,0.459646,0.370496,0.281345,0.243747,0.206149,0.168551,0.140062,0.137804,0.126425,0.102389
25,26,0.134034,0.125074,0.116113,0.108172,0.100231,0.150474,0.181335,0.206127,0.188796,0.245863,0.302929,0.471440,0.453054,0.560055,0.722736,0.607584,0.612344,0.547705,0.400967,0.183209,0.113871,0.133571,0.153270,0.208588,0.263905,0.400720,0.537535,0.507065,0.685443,0.744190,0.728135,0.712079,0.711415,0.710752,0.710088,0.468622,0.459646,0.370496,0.281345,0.243747,0.206149,0.168551,0.140062,0.137804,0.126425,0.102389
25,42,0.106955,0.106955,0.106955,0.099705,0.092454,0.098885,0.133746,0.145599,0.157453,0.219903,0.282353,0.354023,0.345652,0.519736,0.548144,0.411726,0.513737,0.391050,0.538412,0.231074,0.146396,0.054620,0.106345,0.158070,0.209795,0.329675,0.449555,0.598651,0.624314,0.730679,0.728368,0.667682,0.606996,0.546310,0.663687,0.437208,0.437071,0.361433,0.285795,0.185351,0.171554,0.157757,0.139612,0.144930,0.128480,0.124827
25,43,0.104998,0.104998,0.104998,0.101359,0.097720,0.090861,0.105309,0.131381,0.157453,0.224373,0.291294,0.333531,0.338928,0.519736,0.548144,0.411726,0.510607,0.435632,0.531015,0.231527,0.143934,0.054620,0.108609,0.162597,0.216586,0.324257,0.431928,0.528121,0.624314,0.722568,0.685238,0.647907,0.598195,0.548483,0.663687,0.432673,0.424261,0.330661,0.237061,0.168342,0.153811,0.139280,0.145707,0.156228,0.167570,0.149000
25,44,0.104998,0.104998,0.104998,0.101359,0.097720,0.090861,0.105309,0.131381,0.157453,0.224373,0.291294,0.333531,0.338928,0.519736,0.548144,0.411726,0.510607,0.435632,0.531015,0.231527,0.143934,0.054620,0.108609,0.162597,0.216586,0.324257,0.431928,0.528121,0.624314,0.722568,0.685238,0.647907,0.598195,0.548483,0.663687,0.432673,0.424261,0.330661,0.237061,0.168342,0.153811,0.139280,0.145707,0.156228,0.167570,0.149000
25,45,0.107463,0.107463,0.107463,0.102592,0.097720,0.099058,0.078254,0.119324,0.160393,0.200596,0.240800,0.348691,0.338928,0.416411,0.529550,0.406555,0.518309,0.485707,0.528643,0.209170,0.164135,0.060891,0.112789,0.164688,0.216586,0.343542,0.470497,0.545950,0.621402,0.722568,0.718683,0.612270,0.594532,0.576794,0.620129,0.423244,0.424261,0.330661,0.237061,0.166484,0.155197,0.143910,0.145707,0.156228,0.167570,0.172324
25,46,0.127434,0.127434,0.127434,0.118225,0.109016,0.099058,0.078254,0.131604,0.184953,0.210039,0.235125,0.334937,0.342119,0.416411,0.520727,0.380800,0.499672,0.449787,0.502273,0.195131,0.145067,0.071861,0.121364,0.170867,0.220371,0.322495,0.424619,0.509357,0.594095,0.720731,0.681035,0.628728,0.602761,0.576794,0.620129,0.401564,0.383453,0.321580,0.259706,0.202381,0.156598,0.110814,0.135302,0.141919,0.150275,0.059736
25,48,0.094475,0.094475,0.094475,0.091951,0.089427,0.080444,0.086791,0.120067,0.153343,0.182768,0.212193,0.282279,0.301342,0.439177,0.481543,0.365304,0.491186,0.388774,0.363207,0.220761,0.154841,0.071861,0.144484,0.189396,0.234308,0.343466,0.452624,0.495993,0.539362,0.653622,0.595791,0.621124,0.600859,0.580594,0.560329,0.305197,0.378721,0.327491,0.276260,0.187277,0.152783,0.118290,0.100671,0.102625,0.099309,0.099309
25,49,0.096089,0.096089,0.096089,0.094552,0.093015,0.092835,0.105415,0.160281,0.144825,0.178509,0.212193,0.301724,0.301639,0.439177,0.481543,0.404127,0.455196,0.388774,0.466006,0.212934,0.154841,0.095042,0.144484,0.189396,0.234308,0.308971,0.383634,0.461498,0.539362,0.621452,0.595791,0.621124,0.600859,0.580594,0.560329,0.396951,0.361546,0.281400,0.201254,0.164347,0.141319,0.118290,0.114145,0.112122,0.099309,0.113170
25,50,0.096089,0.096089,0.096089,0.097683,0.099277,0.092835,0.105745,0.136416,0.167087,0.229343,0.291599,0.341426,0.526887,0.515158,0.562070,0.566278,0.453432,0.515578,0.360627,0.284709,0.152609,0.095042,0.137058,0.176074,0.215091,0.323251,0.431411,0.511429,0.591446,0.647844,0.603957,0.644253,0.593222,0.542190,0.491158,0.396951,0.361546,0.281400,0.201254,0.164544,0.161239,0.157934,0.119262,0.146169,0.119074,0.126070
25,51,0.102902,0.102902,0.102902,0.101089,0.099277,0.109421,0.105777,0.136330,0.166884,0.223581,0.280278,0.364919,0.526887,0.515158,0.562070,0.566278,0.557536,0.498401,0.565223,0.229497,0.137342,0.095042,0.131340,0.174256,0.217172,0.347871,0.478570,0.542464,0.606357,0.647844,0.653672,0.644253,0.569511,0.494769,0.481626,0.415648,0.394624,0.308399,0.222174,0.150055,0.150953,0.151852,0.151916,0.146169,0.164882,0.126070
25,52,0.110016,0.110016,0.110016,0.119654,0.129293,0.110885,0.105777,0.136330,0.166884,0.204414,0.241943,0.361572,0.526887,0.406335,0.492577,0.575680,0.548470,0.498401,0.589045,0.293825,0.167417,0.095042,0.131340,0.174256,0.217172,0.342154,0.467137,0.578084,0.606357,0.698282,0.653672,0.667804,0.647941,0.628077,0.608213,0.420018,0.394624,0.308399,0.222174,0.137536,0.148280,0.159024,0.151833,0.175962,0.164882,0.164766
26,4,0.127088,0.127088,0.127088,0.116368,0.105647,0.181621,0.163260,0.193595,0.223929,0.317040,0.359862,0.459101,0.474891,0.487135,0.634877,0.606161,0.560743,0.569730,0.578718,0.257075,0.192552,0.179908,0.167263,0.194693,0.222123,0.373951,0.525779,0.574207,0.616443,0.653802,0.696784,0.739767,0.605618,0.471469,0.598217,0.386396,0.419899,0.343897,0.267896,0.191894,0.152513,0.113132,0.134131,0.172003,0.149221,0.211720
26,5,0.107872,0.107872,0.107872,0.100270,0.092668,0.114456,0.137746,0.160118,0.182491,0.233657,0.284823,0.423298,0.451079,0.487135,0.708023,0.612343,0.557201,0.530254,0.625272,0.270585,0.179305,0.173284,0.167263,0.194693,0.222123,0.381290,0.540457,0.574207,0.683008,0.738633,0.757134,0.739767,0.692584,0.645400,0.598217,0.437248,0.419899,0.333627,0.247355,0.211415,0.175475,0.139535,0.134131,0.144318,0.133947,0.133555
26,6,0.107872,0.107872,0.107872,0.101521,0.095170,0.109966,0.137746,0.163353,0.179303,0.239604,0.299905,0.423298,0.586425,0.495449,0.733951,0.612343,0.593329,0.544845,0.625272,0.274961,0.173170,0.169581,0.165992,0.205854,0.245716,0.392193,0.538669,0.591296,0.693220,0.738633,0.757134,0.761803,0.719731,0.677660,0.635589,0.474261,0.446231,0.395601,0.344971,0.276492,0.208014,0.139535,0.138345,0.125305,0.127588,0.129870
26,7,0.110729,0.110729,0.110729,0.102949,0.095170,0.124839,0.143747,0.163353,0.223605,0.292916,0.362226,0.460006,0.586425,0.472978,0.733951,0.633162,0.593329,0.598380,0.627953,0.274961,0.174366,0.170179,0.165992,0.205854,0.245716,0.382960,0.520204,0.591296,0.693220,0.736878,0.754412,0.768632,0.724284,0.679937,0.635589,0.466336,0.464138,0.378007,0.344971,0.278488,0.212005,0.145521,0.119458,0.125305,0.127588,0.129870
26,8,0.121599,0.121599,0.121599,0.116607,0.111615,0.124839,0.163869,0.167854,0.191553,0.250623,0.309692,0.460006,0.586425,0.477064,0.684999,0.656193,0.592990,0.449625,0.627953,0.261248,0.176128,0.175939,0.175749,0.215032,0.254315,0.365566,0.476818,0.616775,0.676860,0.736878,0.754412,0.778140,0.709243,0.640346,0.571448,0.466198,0.455743,0.378007,0.343019,0.266006,0.188994,0.111981,0.114557,0.123045,0.123045,0.123045
